station,yyyy,mm,af,rain,sun,tmax,tmin
chivenor,1967,2,,85.1,98.0,,
chivenor,1967,3,,46.2,157.7,,
chivenor,1967,4,,29.0,153.9,,
chivenor,1967,5,,89.9,177.1,,
chivenor,1967,6,,12.3,225.6,,
chivenor,1967,7,,49.3,178.1,,
chivenor,1967,8,,59.8,175.7,,
chivenor,1967,9,,109.9,153.9,,
chivenor,1967,10,,171.0,74.9,,
chivenor,1967,11,,77.0,77.2,,
chivenor,1967,12,,84.0,48.0,,
chivenor,1968,1,,87.1,30.6,,
chivenor,1968,2,,38.7,91.3,,
chivenor,1968,3,,42.6,142.9,,
chivenor,1968,4,,64.6,177.7,,
chivenor,1968,5,,50.6,186.5,,
chivenor,1968,6,,122.4,201.3,,
chivenor,1968,7,,119.9,246.1,,
chivenor,1968,8,,37.8,178.2,,
chivenor,1968,9,,89.6,129.8,,
chivenor,1968,10,,88.8,43.5,,
chivenor,1968,11,,58.9,57.9,,
chivenor,1968,12,,119.4,51.3,,
chivenor,1969,1,,136.3,40.4,,
chivenor,1969,2,,54.4,60.3,,
chivenor,1969,3,,59.3,100.2,,
chivenor,1969,4,,45.5,223.2,,
chivenor,1969,5,,125.4,164.0,,
chivenor,1969,6,,34.6,262.8,,
chivenor,1969,7,,80.3,,,
chivenor,1969,8,,62.7,183.4,,
chivenor,1969,9,,60.4,105.9,,
chivenor,1969,10,,15.0,126.1,,
chivenor,1969,11,,146.1,69.9,,
chivenor,1969,12,,94.6,42.0,,
chivenor,1970,1,,94.4,52.3,,
chivenor,1970,2,,102.2,91.4,,
chivenor,1970,3,,58.2,114.3,,
chivenor,1970,4,,58.2,154.4,,
chivenor,1970,5,,29.3,193.8,,
chivenor,1970,6,,35.3,219.7,,
chivenor,1970,7,,72.5,179.1,,
chivenor,1970,8,,75.2,162.0,,
chivenor,1970,9,,72.0,126.6,,
chivenor,1970,10,,68.9,77.5,,
chivenor,1970,11,,194.0,44.9,,
chivenor,1970,12,,56.8,65.4,,
chivenor,1971,1,,163.2,,,
chivenor,1971,2,,32.3,,,
chivenor,1971,3,,71.9,,,
chivenor,1971,4,,45.5,,,
chivenor,1971,5,,43.3,,,
chivenor,1971,6,,97.1,,,
chivenor,1971,7,,29.0,,,
chivenor,1971,8,,87.9,,,
chivenor,1971,9,,25.5,,,
chivenor,1971,10,,74.6,,,
chivenor,1971,11,,107.1,,,
chivenor,1971,12,,45.3,,,
chivenor,1972,1,,90.6,,,
chivenor,1972,2,,102.4,,,
chivenor,1972,3,,43.9,,,
chivenor,1972,4,,57.9,,,
chivenor,1972,5,,64.9,,,
chivenor,1972,6,,86.0,,,
chivenor,1972,7,,52.2,,,
chivenor,1972,8,,21.4,,,
chivenor,1972,9,,45.2,,,
chivenor,1972,10,,45.6,,,
chivenor,1972,11,,116.9,,,
chivenor,1972,12,,135.0,,,
chivenor,1973,1,,58.5,,,
chivenor,1973,2,,55.8,,,
chivenor,1973,3,,18.8,,,
chivenor,1973,4,,47.5,,,
chivenor,1973,5,,64.3,,,
chivenor,1973,6,,25.9,,,
chivenor,1973,7,,73.0,,,
chivenor,1973,8,,75.1,,,
chivenor,1973,9,,74.6,,,
chivenor,1973,10,,43.3,,,
chivenor,1973,11,,83.9,,,
chivenor,1973,12,,72.1,,,
chivenor,1974,1,,124.8,,,
chivenor,1974,2,,121.6,,,
chivenor,1974,3,,47.2,,,
chivenor,1974,4,,20.5,,,
chivenor,1974,5,,39.0,,,
chivenor,1974,6,,61.2,,,
chivenor,1974,7,,48.5,,,
chivenor,1974,8,,115.6,,,
chivenor,1974,9,,,,,
chivenor,1974,10,,,,,
chivenor,1974,11,,,,,
chivenor,1974,12,,,,,
chivenor,1980,1,,,,,
chivenor,1980,2,,,,,
chivenor,1980,3,,,,,
chivenor,1980,4,,,,,
chivenor,1980,5,,,,,
chivenor,1980,6,,,,,
chivenor,1980,7,,,,,
chivenor,1980,8,,58.0,,,
chivenor,1980,9,,102.2,,,
chivenor,1980,10,,133.5,,,
chivenor,1980,11,,85.5,,,
chivenor,1980,12,,66.8,,,
chivenor,1981,1,,52.7,,,
chivenor,1981,2,,35.9,,,
chivenor,1981,3,,128.3,,,
chivenor,1981,4,,56.9,,,
chivenor,1981,5,,97.5,,,
chivenor,1981,6,,29.3,,,
chivenor,1981,7,,62.4,,,
chivenor,1981,8,,19.9,,,
chivenor,1981,9,,139.7,,,
chivenor,1981,10,,178.8,,,
chivenor,1981,11,,44.1,,,
chivenor,1981,12,,108.2,,,
chivenor,1982,1,,97.2,,,
chivenor,1982,2,,63.8,,,
chivenor,1982,3,,94.1,,,
chivenor,1982,4,,20.4,,,
chivenor,1982,5,,27.5,,,
chivenor,1982,6,,93.3,,,
chivenor,1982,7,,45.1,,,
chivenor,1982,8,,60.1,,,
chivenor,1982,9,,68.1,,,
chivenor,1982,10,,112.8,,,
chivenor,1982,11,,140.6,,,
chivenor,1982,12,,147.6,,,
chivenor,1983,1,,117.1,,,
chivenor,1983,2,,23.5,,,
chivenor,1983,3,,53.1,,,
chivenor,1983,4,,74.3,,,
chivenor,1983,5,,111.5,,,
chivenor,1983,6,,34.0,,,
chivenor,1983,7,,18.4,,,
chivenor,1983,8,,68.3,,,
chivenor,1983,9,,93.3,,,
chivenor,1983,10,,84.5,,,
chivenor,1983,11,,46.7,,,
chivenor,1983,12,,108.2,,,
chivenor,1984,1,,132.2,,,
chivenor,1984,2,,59.2,,,
chivenor,1984,3,,28.4,,,
chivenor,1984,4,,4.9,,,
chivenor,1984,5,,47.8,,,
chivenor,1984,6,,26.5,,,
chivenor,1984,7,,15.6,,,
chivenor,1984,8,,54.7,,,
chivenor,1984,9,,141.0,,,
chivenor,1984,10,,90.7,,,
chivenor,1984,11,,164.0,,,
chivenor,1984,12,,113.3,,,
chivenor,1985,1,,67.7,,,
chivenor,1985,2,,35.8,,,
chivenor,1985,3,,64.1,,,
chivenor,1985,4,,80.2,,,
chivenor,1985,5,,52.6,,,
chivenor,1985,6,,95.7,,,
chivenor,1985,7,,50.6,,,
chivenor,1985,8,,134.0,,,
chivenor,1985,9,,60.8,,,
chivenor,1985,10,,54.6,,,
chivenor,1985,11,,52.5,,,
chivenor,1985,12,,114.7,,,
chivenor,1986,1,,83.8,,,
chivenor,1986,2,,1.1,,,
chivenor,1986,3,,56.2,,,
chivenor,1986,4,1,76.3,,9.6,3.6
chivenor,1986,5,0,53.4,,14.8,7.9
chivenor,1986,6,0,84.6,,19.1,11.2
chivenor,1986,7,0,38.6,,18.9,12.6
chivenor,1986,8,0,146.5,,17.3,11.1
chivenor,1986,9,0,22.8,,16.1,8.1
chivenor,1986,10,0,98.5,,15.6,9.0
chivenor,1986,11,2,120.3,,12.2,5.4
chivenor,1986,12,0,141.7,,10.9,5.0
chivenor,1987,1,13,19.1,,5.0,0.3
chivenor,1987,2,8,61.7,,8.2,2.2
chivenor,1987,3,7,86.1,,9.1,2.8
chivenor,1987,4,0,50.9,,14.9,6.5
chivenor,1987,5,0,45.9,,15.1,7.2
chivenor,1987,6,0,71.1,,16.7,10.4
chivenor,1987,7,0,38.6,,20.4,12.7
chivenor,1987,8,0,38.7,,20.4,12.6
chivenor,1987,9,0,65.7,,18.5,10.9
chivenor,1987,10,1,164.1,,14.4,7.6
chivenor,1987,11,3,108.1,,11.0,5.2
chivenor,1987,12,3,57.9,,9.4,4.9
chivenor,1988,1,2,159.0,,10.2,4.6
chivenor,1988,2,2,71.5,,9.5,3.2
chivenor,1988,3,2,100.7,,10.3,5.4
chivenor,1988,4,2,37.3,,13.4,5.0
chivenor,1988,5,0,51.8,,16.3,7.7
chivenor,1988,6,0,74.6,,19.6,11.5
chivenor,1988,7,0,117.7,,17.7,12.2
chivenor,1988,8,0,98.3,,19.0,12.0
chivenor,1988,9,0,54.8,,17.3,11.2
chivenor,1988,10,0,94.1,,15.0,8.7
chivenor,1988,11,5,47.3,,11.4,3.7
chivenor,1988,12,2,56.4,,10.9,6.8
chivenor,1989,1,5,40.3,,10.4,4.2
chivenor,1989,2,2,97.8,,10.6,3.8
chivenor,1989,3,1,80.1,,11.6,5.0
chivenor,1989,4,2,67.2,,11.4,3.0
chivenor,1989,5,0,10.8,,19.6,9.5
chivenor,1989,6,0,36.2,,19.9,10.4
chivenor,1989,7,0,36.6,,23.1,14.0
chivenor,1989,8,0,50.9,,21.4,13.0
chivenor,1989,9,0,119.7,,19.3,11.4
chivenor,1989,10,0,113.4,,16.2,10.3
chivenor,1989,11,6,69.8,,11.7,5.3
chivenor,1989,12,8,140.0,,9.7,2.8
chivenor,1990,1,0,132.9,,10.9,5.2
chivenor,1990,2,0,141.9,,11.8,5.6
chivenor,1990,3,2,19.9,,12.4,5.6
chivenor,1990,4,4,45.7,,13.2,4.4
chivenor,1990,5,0,32.1,,18.9,8.6
chivenor,1990,6,0,59.7,,17.4,10.6
chivenor,1990,7,0,35.2,,22.6,12.6
chivenor,1990,8,0,59.8,,21.9,14.3
chivenor,1990,9,0,77.8,,18.3,9.7
chivenor,1990,10,0,135.2,,16.1,10.2
chivenor,1990,11,2,74.2,,11.2,5.3
chivenor,1990,12,6,110.4,,8.7,2.6
chivenor,1991,1,9,119.8,,7.7,1.8
chivenor,1991,2,17,54.5,,6.8,1.1
chivenor,1991,3,2,65.4,,11.9,5.3
chivenor,1991,4,1,99.7,,12.6,4.7
chivenor,1991,5,0,8.7,,15.4,8.4
chivenor,1991,6,0,107.8,,16.5,9.6
chivenor,1991,7,0,65.9,,20.3,13.5
chivenor,1991,8,0,21.8,,21.0,12.8
chivenor,1991,9,0,83.6,,20.4,11.4
chivenor,1991,10,0,96.0,,14.3,7.9
chivenor,1991,11,2,91.8,,11.1,5.2
chivenor,1991,12,4,39.3,,9.0,3.6
chivenor,1992,1,16,51.4,,7.8,1.1
chivenor,1992,2,5,45.9,,9.8,3.3
chivenor,1992,3,1,50.3,,11.0,5.4
chivenor,1992,4,1,65.4,,12.8,5.6
chivenor,1992,5,0,30.0,,18.6,9.2
chivenor,1992,6,0,21.1,,21.0,11.0
chivenor,1992,7,0,95.0,,20.4,13.3
chivenor,1992,8,0,127.7,,19.0,12.3
chivenor,1992,9,0,55.0,,17.3,10.8
chivenor,1992,10,2,103.3,,12.4,6.1
chivenor,1992,11,1,148.8,,12.3,6.1
chivenor,1992,12,8,68.7,,8.4,3.1
chivenor,1993,1,3,119.6,,10.7,4.7
chivenor,1993,2,1,14.8,,8.5,4.0
chivenor,1993,3,6,21.2,,11.0,3.8
chivenor,1993,4,0,39.1,,13.4,7.0
chivenor,1993,5,0,69.4,,16.0,8.0
chivenor,1993,6,0,179.7,,19.1,11.2
chivenor,1993,7,0,125.6,,18.7,12.7
chivenor,1993,8,0,37.5,,19.3,11.5
chivenor,1993,9,0,78.9,,17.5,9.5
chivenor,1993,10,2,120.4,,12.9,5.8
chivenor,1993,11,5,74.2,,10.0,3.6
chivenor,1993,12,3,163.2,,10.1,5.1
chivenor,1994,1,2,125.4,,9.6,4.3
chivenor,1994,2,8,101.9,,8.8,2.2
chivenor,1994,3,1,96.4,,11.3,6.3
chivenor,1994,4,1,71.2,,12.4,5.7
chivenor,1994,5,0,46.4,,15.4,7.7
chivenor,1994,6,0,29.6,,18.0,10.5
chivenor,1994,7,0,40.6,,21.7,13.0
chivenor,1994,8,0,92.4,,20.2,13.1
chivenor,1994,9,0,113.0,,16.8,11.3
chivenor,1994,10,0,111.5,,15.7,8.1
chivenor,1994,11,0,90.4,,13.8,9.7
chivenor,1994,12,,157.6,,11.6,
chivenor,1995,1,,157.2,,,
chivenor,1995,2,,98.8,,10.6,
chivenor,1995,3,,64.6,,,
chivenor,1995,4,,,,,
chivenor,1995,5,,49.2,,,
chivenor,1995,6,0,11.4,,19.3,10.9
chivenor,1995,7,0,75.0,,22.8,14.3
chivenor,1995,8,0,16.8,,25.0,14.5
chivenor,1995,9,0,97.0,,18.5,11.4
chivenor,1995,10,,71.6,,17.3,
chivenor,1995,11,4,86.0,,12.5,5.6
chivenor,1995,12,,84.2,,,
chivenor,1996,1,3,56.4,,8.3,4.3
chivenor,1996,2,11,67.0,,7.8,1.2
chivenor,1996,3,3,46.6,,9.7,3.1
chivenor,1996,4,4,79.0,,12.8,5.6
chivenor,1996,5,0,85.2,,14.3,6.2
chivenor,1996,6,0,33.4,,18.5,10.0
chivenor,1996,7,0,28.6,,20.5,12.6
chivenor,1996,8,0,65.2,,20.7,13.0
chivenor,1996,9,0,31.0,,18.8,10.8
chivenor,1996,10,0,100.6,,15.7,10.6
chivenor,1996,11,2,125.2,,11.0,5.0
chivenor,1996,12,,35.2,,,
chivenor,1997,1,11,11.4,,6.4,1.4
chivenor,1997,2,2,89.2,,10.8,4.8
chivenor,1997,3,1,24.6,,12.4,5.8
chivenor,1997,4,0,20.2,,14.5,5.1
chivenor,1997,5,0,63.6,,17.3,8.2
chivenor,1997,6,0,101.6,,18.2,11.6
chivenor,1997,7,0,39.0,,20.4,12.7
chivenor,1997,8,0,131.6,,22.0,15.7
chivenor,1997,9,0,30.2,,19.3,11.3
chivenor,1997,10,0,98.6,,16.0,9.0
chivenor,1997,11,0,145.6,,13.1,6.9
chivenor,1997,12,4,72.0,,10.6,4.8
chivenor,1998,1,6,106.8,,9.5,3.8
chivenor,1998,2,4,26.8,,11.9,4.6
chivenor,1998,3,1,92.2,,11.8,6.1
chivenor,1998,4,0,108.2,,11.9,5.5
chivenor,1998,5,0,34.0,,18.3,9.5
chivenor,1998,6,0,107.0,,18.1,12.0
chivenor,1998,7,0,77.0,,18.7,13.3
chivenor,1998,8,0,30.0,,20.0,12.5
chivenor,1998,9,0,80.6,,18.8,12.5
chivenor,1998,10,0,160.8,,15.1,9.6
chivenor,1998,11,1,97.8,,11.1,5.7
chivenor,1998,12,6,90.2,,10.6,4.0
chivenor,1999,1,5,125.6,,10.5,4.4
chivenor,1999,2,1,70.2,,9.3,4.5
chivenor,1999,3,1,39.4,,11.2,4.7
chivenor,1999,4,1,83.2,,13.4,7.2
chivenor,1999,5,0,40.4,,17.3,10.4
chivenor,1999,6,0,81.0,,18.0,10.4
chivenor,1999,7,0,19.2,,21.9,13.8
chivenor,1999,8,0,92.2,,21.2,13.6
chivenor,1999,9,0,106.6,,20.0,11.8
chivenor,1999,10,0,91.4,,15.3,8.6
chivenor,1999,11,1,59.8,,12.2,6.5
chivenor,1999,12,3,214.6,,10.0,4.9
chivenor,2000,1,7,38.8,,9.1,2.6
chivenor,2000,2,1,110.0,,10.5,5.1
chivenor,2000,3,0,36.6,,11.4,4.9
chivenor,2000,4,2,109.0,,12.4,5.0
chivenor,2000,5,0,103.4,,16.7,9.2
chivenor,2000,6,0,32.6,,19.0,11.6
chivenor,2000,7,0,119.0,,19.9,12.9
chivenor,2000,8,0,82.4,,20.6,14.0
chivenor,2000,9,0,137.8,,19.1,12.3
chivenor,2000,10,0,228.2,,14.6,8.8
chivenor,2000,11,0,220.2,,11.2,5.9
chivenor,2000,12,4,155.6,,10.0,5.3
chivenor,2001,1,7,78.6,,8.3,2.7
chivenor,2001,2,8,69.6,,9.6,3.1
chivenor,2001,3,4,91.0,,10.1,4.2
chivenor,2001,4,0,82.6,,12.0,5.5
chivenor,2001,5,0,22.4,,17.7,9.0
chivenor,2001,6,0,45.6,,19.1,10.4
chivenor,2001,7,0,62.0,,20.6,13.0
chivenor,2001,8,0,58.0,,20.9,13.9
chivenor,2001,9,0,29.6,,18.6,11.9
chivenor,2001,10,0,112.6,,17.7,11.5
chivenor,2001,11,1,90.2,,12.6,5.4
chivenor,2001,12,9,37.2,,8.9,2.0
chivenor,2002,1,3,95.8,,10.3,4.8
chivenor,2002,2,3,124.8,,11.1,5.4
chivenor,2002,3,0,44.4,,12.2,5.5
chivenor,2002,4,1,49.2,,13.5,5.9
chivenor,2002,5,0,114.4,,16.0,8.6
chivenor,2002,6,0,41.2,,17.2,11.2
chivenor,2002,7,0,50.6,,,12.4
chivenor,2002,8,0,32.4,,20.2,13.1
chivenor,2002,9,0,24.8,,19.4,10.4
chivenor,2002,10,0,119.6,,15.1,8.8
chivenor,2002,11,0,139.6,,13.1,7.9
chivenor,2002,12,1,114.4,,9.5,5.2
chivenor,2003,1,8,57.6,,8.4,3.1
chivenor,2003,2,7,46.2,,8.8,2.7
chivenor,2003,3,1,44.8,,13.2,4.9
chivenor,2003,4,4,38.4,,15.3,5.6
chivenor,2003,5,0,60.6,,15.5,9.0
chivenor,2003,6,0,44.0,,19.9,11.5
chivenor,2003,7,0,83.6,,21.1,13.8
chivenor,2003,8,0,28.8,,22.8,14.1
chivenor,2003,9,0,20.8,,20.0,10.3
chivenor,2003,10,4,78.8,,14.1,7.0
chivenor,2003,11,1,92.4,,12.6,6.3
chivenor,2003,12,1,119.4,,9.9,4.3
chivenor,2004,1,4,117.6,,9.6,4.3
chivenor,2004,2,5,46.9,,9.2,3.5
chivenor,2004,3,7,49.8,,11.1,4.0
chivenor,2004,4,1,48.4,,13.3,6.6
chivenor,2004,5,0,32.0,,16.7,8.4
chivenor,2004,6,0,49.4,,19.2,12.0
chivenor,2004,7,,41.0,,,
chivenor,2004,8,0,124.8,,21.1,14.3
chivenor,2004,9,0,60.5,,18.9,12.8
chivenor,2004,10,0,141.6,,14.5,8.7
chivenor,2004,11,0,43.0,,12.3,7.6
chivenor,2004,12,5,116.3,,10.2,4.7
chivenor,2005,1,0,57.4,,10.4,5.7
chivenor,2005,2,5,47.4,,8.2,2.9
chivenor,2005,3,4,56.0,,11.4,5.2
chivenor,2005,4,0,71.0,,13.7,6.5
chivenor,2005,5,0,38.4,,15.6,8.2
chivenor,2005,6,0,105.3,,19.6,12.4
chivenor,2005,7,0,63.0,,20.8,14.2
chivenor,2005,8,0,42.6,,20.4,12.3
chivenor,2005,9,0,68.8,,19.6,12.1
chivenor,2005,10,0,122.4,,16.8,11.4
chivenor,2005,11,10,103.0,,11.6,4.0
chivenor,2005,12,9,81.2,,9.5,2.9
chivenor,2006,1,7,43.0,,8.4,2.7
chivenor,2006,2,8,38.7,,7.5,2.4
chivenor,2006,3,3,74.0,,9.5,3.9
chivenor,2006,4,1,22.4,,12.9,6.3
chivenor,2006,5,0,91.2,,15.8,8.9
chivenor,2006,6,,44.0,,20.4,
chivenor,2006,7,0,28.2,,24.2,14.5
chivenor,2006,8,0,24.0,,20.0,14.1
chivenor,2006,9,0,35.6,,21.3,13.6
chivenor,2006,10,0,117.0,,16.8,11.3
chivenor,2006,11,3,127.8,,13.0,5.7
chivenor,2006,12,4,96.6,,10.4,5.9
chivenor,2007,1,1,73.9,,10.8,6.1
chivenor,2007,2,3,117.8,,10.7,5.2
chivenor,2007,3,1,50.0,,11.7,4.6
chivenor,2007,4,0,9.0,,17.0,7.2
chivenor,2007,5,0,118.8,,16.2,9.5
chivenor,2007,6,0,123.2,,18.9,12.2
chivenor,2007,7,0,131.6,,18.6,12.8
chivenor,2007,8,0,67.0,,20.1,12.4
chivenor,2007,9,0,34.0,,18.7,11.2
chivenor,2007,10,0,40.6,,15.7,9.0
chivenor,2007,11,1,54.8,,12.3,6.2
chivenor,2007,12,9,105.6,,9.8,3.9
chivenor,2008,1,0,105.4,,10.7,5.4
chivenor,2008,2,5,36.4,,10.9,3.0
chivenor,2008,3,1,84.8,,10.4,5.0
chivenor,2008,4,2,52.5,,12.2,5.2
chivenor,2008,5,0,75.4,,18.6,10.0
chivenor,2008,6,0,30.4,,17.9,11.1
chivenor,2008,7,0,116.4,,19.8,13.0
chivenor,2008,8,0,118.0,,19.0,14.1
chivenor,2008,9,0,100.2,,17.9,10.4
chivenor,2008,10,1,94.0,,14.5,8.4
chivenor,2008,11,1,100.4,,11.2,6.7
chivenor,2008,12,6,60.6,,8.4,2.7
chivenor,2009,1,9,91.2,,7.7,1.7
chivenor,2009,2,7,62.6,,7.9,3.0
chivenor,2009,3,4,59.4,,11.4,4.1
chivenor,2009,4,0,39.8,,14.3,6.1
chivenor,2009,5,0,49.0,,16.1,8.7
chivenor,2009,6,0,58.6,,20.1,11.7
chivenor,2009,7,0,233.0,,19.5,13.8
chivenor,2009,8,0,54.2,,19.6,13.8
chivenor,2009,9,0,36.2,,18.2,11.2
chivenor,2009,10,0,93.8,,16.1,9.6
chivenor,2009,11,0,190.2,,12.7,7.7
chivenor,2009,12,6,92.6,,8.0,2.4
chivenor,2010,1,15,64.6,,6.3,0.3
chivenor,2010,2,7,58.2,,7.7,2.1
chivenor,2010,3,6,52.6,,10.6,3.0
chivenor,2010,4,0,27.2,,14.4,5.0
chivenor,2010,5,0,49.4,,15.8,7.4
chivenor,2010,6,0,20.4,,19.9,11.1
chivenor,2010,7,0,100.2,,20.3,14.0
chivenor,2010,8,0,105.2,,19.4,12.8
chivenor,2010,9,0,69.4,,18.3,11.1
chivenor,2010,10,1,89.8,,15.4,7.8
chivenor,2010,11,6,115.6,,10.1,4.0
chivenor,2010,12,22,31.2,,5.4,2.5
chivenor,2011,1,10,100.0,,7.8,2.2
chivenor,2011,2,1,54.4,,10.7,5.4
chivenor,2011,3,8,24.2,,12.3,3.2
chivenor,2011,4,0,10.0,,17.4,7.5
chivenor,2011,5,0,44.6,,16.4,9.4
chivenor,2011,6,0,87.4,,17.8,10.9
chivenor,2011,7,0,78.4,,19.6,12.4
chivenor,2011,8,0,90.0,,19.0,12.5
chivenor,2011,9,0,68.6,,19.1,12.7
chivenor,2011,10,0,99.4,,16.7,10.5
chivenor,2011,11,0,46.6,,13.9,8.2
chivenor,2011,12,0,156.6,,10.5,6.1
chivenor,2012,1,4,78.2,,9.8,4.8
chivenor,2012,2,11,43.4,,8.6,2.8
chivenor,2012,3,0,17.8,,13.6,4.9
chivenor,2012,4,1,124.2,,11.5,4.9
chivenor,2012,5,0,55.6,,16.1,8.3
chivenor,2012,6,0,160.0,,17.5,11.6
chivenor,2012,7,0,114.6,,18.7,12.5
chivenor,2012,8,0,102.6,,20.3,14.4
chivenor,2012,9,0,81.4,,17.4,10.9
chivenor,2012,10,0,169.4,,14.4,8.4
chivenor,2012,11,1,125.8,,11.3,5.5
chivenor,2012,12,6,197.0,,10.0,4.1
chivenor,2013,1,3,94.8,,8.3,4.0
chivenor,2013,2,4,58.6,,7.7,2.5
chivenor,2013,3,7,58.4,,7.9,1.7
chivenor,2013,4,3,32.8,,11.5,4.8
chivenor,2013,5,0,82.2,,14.4,6.7
chivenor,2013,6,0,21.2,,18.2,11.1
chivenor,2013,7,0,22.2,,23.4,13.8
chivenor,2013,8,0,83.2,,20.7,13.9
chivenor,2013,9,0,82.2,,18.6,12.2
chivenor,2013,10,0,135.5,,16.7,11.3
chivenor,2013,11,3,96.2,,11.5,5.3
chivenor,2013,12,1,142.4,,11.1,4.5
chivenor,2014,1,0,153.1,,10.1,4.5
chivenor,2014,2,0,144.9,,10.1,4.7
chivenor,2014,3,0,52.8,,12.3,4.3
chivenor,2014,4,0,71.3,,14.3,7.1
chivenor,2014,5,0,70.2,,16.3,9.7
chivenor,2014,6,0,77.2,,20.1,11.9
chivenor,2014,7,0,42.4,,21.8,13.8
chivenor,2014,8,0,118.0,,19.3,12.7
chivenor,2014,9,0,9.6,,20.7,11.6
chivenor,2014,10,0,90.2,,16.9,11.0
chivenor,2014,11,2,81.0,,12.7,6.4
chivenor,2014,12,3,85.3,,10.1,4.2
chivenor,2015,1,4,135.0,,9.6,4.0
chivenor,2015,2,7,79.0,,8.4,2.4
chivenor,2015,3,2,53.4,,10.9,3.7
chivenor,2015,4,0,23.0,,14.9,6.1
chivenor,2015,5,0,76.0,,14.8,8.8
chivenor,2015,6,0,44.4,,18.3,10.9
chivenor,2015,7,0,81.8,,19.5,13.0
chivenor,2015,8,0,132.4,,19.8,12.4
chivenor,2015,9,0,85.8,,17.8,9.8
chivenor,2015,10,0,64.4,,15.8,8.8
chivenor,2015,11,1,109.4,,13.8,9.1
chivenor,2015,12,0,122.2,,13.5,9.5
chivenor,2016,1,2,139.0,,10.3,5.0
chivenor,2016,2,5,83.2,,9.3,3.4
chivenor,2016,3,3,78.8,,10.7,3.0
chivenor,2016,4,2,38.6,,12.6,5.0
chivenor,2016,5,0,43.0,,17.9,8.9
chivenor,2016,6,0,103.2,,18.9,12.7
chivenor,2016,7,0,27.6,,20.2,13.9
chivenor,2016,8,0,62.0,,20.9,13.8
chivenor,2016,9,0,79.0,,19.7,13.4
chivenor,2016,10,0,32.0,,15.2,8.0
chivenor,2016,11,3,143.4,,10.9,5.1
chivenor,2016,12,3,45.8,,10.6,4.8
chivenor,2017,1,5,91.4,,9.0,3.7
chivenor,2017,2,0,54.0,,10.3,5.2
chivenor,2017,3,1,92.4,,12.6,6.6
chivenor,2017,4,1,25.2,,13.6,5.7
chivenor,2017,5,0,35.2,,17.7,9.8
chivenor,2017,6,0,60.2,,20.2,12.7
chivenor,2017,7,0,130.4,,20.2,13.8
chivenor,2017,8,0,86.2,,19.6,12.9
chivenor,2017,9,0,114.2,,17.7,11.3
chivenor,2017,10,0,50.2,,16.2,11.4
chivenor,2017,11,0,81.4,,12.3,5.9
chivenor,2017,12,0,116.0,,10.2,4.9
chivenor,2018,1,4,94.4,,9.8,4.1
chivenor,2018,2,8,39.0,,7.5,1.9
chivenor,2018,3,7,113.4,,9.3,3.0
chivenor,2018,4,0,67.8,,14.2,7.0
chivenor,2018,5,0,36.6,,17.7,8.9
chivenor,2018,6,0,3.8,,22.5,12.7
chivenor,2018,7,0,33.4,,23.4,14.0
chivenor,2018,8,0,88.0,,20.4,14.0
chivenor,2018,9,0,83.6,,18.5,11.1
chivenor,2018,10,2,63.4,,15.3,8.3
chivenor,2018,11,1,96.2,,12.3,6.6
chivenor,2018,12,0,109.8,,11.5,6.5
chivenor,2019,1,5,50.6,,8.6,3.8
chivenor,2019,2,2,60.6,,12.4,4.2
chivenor,2019,3,0,78.6,,11.8,5.8
chivenor,2019,4,0,75.0,,14.8,6.0
chivenor,2019,5,0,22.2,,16.3,7.8
chivenor,2019,6,0,102.4,,18.6,11.7
chivenor,2019,7,0,39.8,,22.3,13.6
chivenor,2019,8,0,88.8,,21.0,14.1
chivenor,2019,9,0,151.8,,18.9,12.4
chivenor,2019,10,0,167.0,,15.0,9.2
chivenor,2019,11,0,142.2,,10.9,6.0
chivenor,2019,12,3,129.2,,10.3,4.2
chivenor,2020,1,5,89.6,,10.3,4.9
chivenor,2020,2,0,145.8,,10.5,5.2
chivenor,2020,3,1,70.8,,11.3,4.4
chivenor,2020,4,0,32.6,,17.2,6.7
chivenor,2020,5,0,7.8,,18.7,8.0
chivenor,2020,6,0,117.4,,19.4,11.5
cwmystwyth,1959,1,20,,57.2,4.5,1.9
cwmystwyth,1959,2,15,,87.2,7.3,0.9
cwmystwyth,1959,3,3,,81.6,8.4,3.1
cwmystwyth,1959,4,1,,107.4,10.8,3.7
cwmystwyth,1959,5,1,,213.5,15.8,5.8
cwmystwyth,1959,6,0,,209.4,16.9,8.2
cwmystwyth,1959,7,0,,167.8,18.5,9.5
cwmystwyth,1959,8,0,,164.8,19.0,10.5
cwmystwyth,1959,9,0,,196.5,18.3,5.9
cwmystwyth,1959,10,1,,101.1,14.8,7.9
cwmystwyth,1959,11,3,,38.9,8.8,3.9
cwmystwyth,1959,12,3,,19.2,7.2,2.5
cwmystwyth,1960,1,15,,30.7,6.3,0.6
cwmystwyth,1960,2,17,,50.2,5.3,0.3
cwmystwyth,1960,3,4,,73.9,8.2,2.4
cwmystwyth,1960,4,7,,146.8,11.2,2.6
cwmystwyth,1960,5,2,,153.9,15.4,6.5
cwmystwyth,1960,6,0,,225.6,18.5,8.2
cwmystwyth,1960,7,0,,111.3,16.0,9.3
cwmystwyth,1960,8,0,,119.2,16.5,9.4
cwmystwyth,1960,9,0,,120.3,15.0,7.9
