station,yyyy,mm,af,rain,sun,tmax,tmin
lerwick,2012,7,0,74.6,105.6,13.4,9.3
lerwick,2012,8,0,132.8,90.7,14.7,10.5
lerwick,2012,9,0,111.6,99.7,12.1,7.9
lerwick,2012,10,1,86.5,71.6,9.3,5.1
lerwick,2012,11,1,123.3,48.5,7.9,4.1
lerwick,2012,12,8,157.6,22.5,5.0,1.2
lerwick,2013,1,6,98.4,28.7,5.4,2.0
lerwick,2013,2,9,65.1,60.1,5.5,1.5
lerwick,2013,3,14,27.5,114.5,5.0,0.4
lerwick,2013,4,5,84.0,169.8,7.6,2.3
lerwick,2013,5,0,53.6,140.8,10.1,5.4
lerwick,2013,6,0,65.7,112.4,12.7,8.2
lerwick,2013,7,0,42.9,92.4,14.4,10.5
lerwick,2013,8,0,86.4,98.1,14.6,10.6
lerwick,2013,9,0,148.9,60.6,12.6,8.5
lerwick,2013,10,0,133.7,46.0,10.8,7.5
lerwick,2013,11,2,165.2,34.0,8.0,3.7
lerwick,2013,12,4,164.9,7.9,7.5,3.1
lerwick,2014,1,2,189.8,11.7,6.4,3.2
lerwick,2014,2,1,123.8,41.3,6.7,3.2
lerwick,2014,3,0,89.0,96.3,8.0,3.8
lerwick,2014,4,0,65.0,103.2,9.0,5.0
lerwick,2014,5,0,60.6,119.0,10.8,6.6
lerwick,2014,6,0,27.2,68.0,13.3,9.4
lerwick,2014,7,0,36.6,99.6,15.6,11.1
lerwick,2014,8,0,184.2,170.0,15.0,10.6
lerwick,2014,9,0,114.8,60.0,13.7,10.2
lerwick,2014,10,0,182.4,69.4,11.4,7.6
lerwick,2014,11,0,116.4,39.3,9.4,6.8
lerwick,2014,12,6,159.2,13.2,7.0,2.2
lerwick,2015,1,1,302.4,13.7,6.2,2.0
lerwick,2015,2,4,127.0,40.6,6.3,2.7
lerwick,2015,3,0,109.2,101.5,7.4,3.1
lerwick,2015,4,2,67.3,132.4,8.3,3.4
lerwick,2015,5,0,131.2,120.2,9.6,4.9
lerwick,2015,6,0,58.6,91.5,11.2,7.1
lerwick,2015,7,0,68.4,118.9,13.5,8.8
lerwick,2015,8,0,93.8,124.0,15.0,11.0
lerwick,2015,9,0,88.6,60.8,13.2,9.7
lerwick,2015,10,0,128.0,57.3,11.7,8.3
lerwick,2015,11,2,156.7,27.1,8.9,5.0
lerwick,2015,12,2,189.6,25.4,8.2,3.5
lerwick,2016,1,7,187.0,34.6,5.4,1.2
lerwick,2016,2,10,119.6,86.5,5.1,0.5
lerwick,2016,3,2,79.2,84.2,7.4,3.5
lerwick,2016,4,3,55.1,156.6,7.9,2.8
lerwick,2016,5,0,46.0,183.2,10.8,5.7
lerwick,2016,6,0,48.4,199.3,12.9,8.5
lerwick,2016,7,0,115.2,80.5,14.5,10.4
lerwick,2016,8,0,108.4,92.2,14.2,10.4
lerwick,2016,9,0,110.0,106.6,14.2,10.5
lerwick,2016,10,0,56.2,126.5,11.4,7.2
lerwick,2016,11,1,133.4,48.0,7.7,3.5
lerwick,2016,12,0,159.4,11.5,9.2,4.9
lerwick,2017,1,3,116.0,11.5,7.0,3.5
lerwick,2017,2,7,99.4,55.8,6.7,2.8
lerwick,2017,3,3,133.3,79.3,7.5,3.5
lerwick,2017,4,1,81.4,136.0,8.2,3.6
lerwick,2017,5,0,35.8,157.7,11.5,7.2
lerwick,2017,6,0,86.4,79.8,13.3,9.0
lerwick,2017,7,0,64.4,184.2,14.5,10.2
lerwick,2017,8,0,106.6,129.4,14.7,10.3
lerwick,2017,9,0,132.6,69.2,13.7,10.0
lerwick,2017,10,0,235.0,52.4,11.3,7.8
lerwick,2017,11,2,165.4,33.6,6.8,3.0
lerwick,2017,12,8,159.3,24.6,6.4,2.3
lerwick,2018,1,9,159.8,25.1,5.3,1.4
lerwick,2018,2,3,62.4,70.5,5.3,1.3
lerwick,2018,3,9,93.3,90.4,4.9,0.7
lerwick,2018,4,5,38.2,147.6,8.6,3.7
lerwick,2018,5,0,35.4,218.6,12.8,6.6
lerwick,2018,6,0,30.4,147.3,13.3,8.9
lerwick,2018,7,0,63.8,131.3,16.0,11.3
lerwick,2018,8,0,66.0,178.0,15.0,10.0
lerwick,2018,9,0,171.2,118.5,12.8,8.4
lerwick,2018,10,0,146.4,77.9,10.4,6.1
lerwick,2018,11,0,84.8,29.1,9.2,6.4
lerwick,2018,12,1,124.0,20.0,7.4,4.1
lerwick,2019,1,9,136.0,37.6,5.7,1.6
lerwick,2019,2,1,83.4,50.2,7.8,3.6
lerwick,2019,3,3,131.0,106.2,7.4,3.1
lerwick,2019,4,0,53.4,153.0,9.5,5.5
lerwick,2019,5,1,60.8,163.3,9.9,4.4
lerwick,2019,6,0,92.2,103.5,12.7,8.6
lerwick,2019,7,0,75.0,115.4,15.2,10.8
lerwick,2019,8,0,85.8,94.4,15.4,11.1
lerwick,2019,9,0,77.2,108.2,12.7,8.8
lerwick,2019,10,0,110.4,84.3,10.3,6.3
lerwick,2019,11,5,62.6,58.1,6.5,3.1
lerwick,2019,12,1,163.4,18.5,7.4,3.4
lerwick,2020,1,1,149.2,13.2,7.6,3.7
lerwick,2020,2,1,172.1,39.5,6.1,2.1
lerwick,2020,3,3,113.1,84.8,7.2,2.5
lerwick,2020,4,2,54.8,138.1,8.9,3.6
lerwick,2020,5,3,52.4,147.8,10.3,5.2
lerwick,2020,6,0,30.8,150.9,13.9,9.0
leuchars,1957,1,7,70.2,59.0,8.0,1.6
leuchars,1957,2,15,85.7,92.0,6.9,0.1
leuchars,1957,3,0,38.5,78.2,10.4,4.6
leuchars,1957,4,1,11.6,164.3,11.9,4.5
leuchars,1957,5,0,32.1,200.7,13.2,5.6
leuchars,1957,6,0,18.5,246.9,17.7,9.1
leuchars,1957,7,0,126.2,119.8,18.0,11.8
leuchars,1957,8,0,78.1,129.3,17.5,11.0
leuchars,1957,9,0,36.9,131.5,14.6,8.0
leuchars,1957,10,0,36.0,93.9,13.5,6.4
leuchars,1957,11,4,31.8,53.4,9.2,4.0
leuchars,1957,12,9,78.8,62.9,7.2,1.2
leuchars,1958,1,16,42.7,64.9,5.5,1.0
leuchars,1958,2,14,59.4,71.0,6.3,0.3
leuchars,1958,3,15,103.5,110.8,5.5,0.1
leuchars,1958,4,4,43.9,155.4,10.8,3.4
leuchars,1958,5,0,50.1,214.5,13.4,5.9
leuchars,1958,6,0,60.1,123.8,14.7,8.9
leuchars,1958,7,0,131.3,175.9,18.3,11.0
leuchars,1958,8,0,65.7,122.4,17.8,10.9
leuchars,1958,9,0,47.6,127.3,17.1,10.5
leuchars,1958,10,0,38.7,143.2,14.0,7.2
leuchars,1958,11,4,16.0,47.4,9.6,2.7
leuchars,1958,12,8,97.2,56.8,6.3,1.1
leuchars,1959,1,24,22.3,101.4,4.0,2.4
leuchars,1959,2,11,5.5,59.6,7.3,0.8
leuchars,1959,3,2,26.7,93.4,9.4,3.5
leuchars,1959,4,0,52.7,170.4,12.6,4.9
leuchars,1959,5,0,14.3,193.1,14.1,6.8
leuchars,1959,6,0,49.4,208.7,16.9,9.8
leuchars,1959,7,0,83.9,207.0,19.9,11.4
leuchars,1959,8,0,19.6,171.4,19.7,12.4
leuchars,1959,9,0,11.2,171.8,18.0,9.0
leuchars,1959,10,0,32.7,109.6,14.6,7.9
leuchars,1959,11,5,126.3,57.9,9.8,3.9
leuchars,1959,12,6,127.2,27.9,7.5,1.8
leuchars,1960,1,12,107.3,54.2,5.9,0.3
leuchars,1960,2,18,57.1,120.3,5.9,1.0
leuchars,1960,3,3,42.3,78.4,7.2,3.0
leuchars,1960,4,1,50.9,131.4,12.7,4.9
leuchars,1960,5,1,44.6,209.4,15.7,6.6
leuchars,1960,6,0,37.0,221.4,18.4,10.0
leuchars,1960,7,0,79.3,156.3,17.8,9.8
leuchars,1960,8,0,109.7,161.8,17.8,10.1
leuchars,1960,9,0,39.4,126.7,16.0,8.7
leuchars,1960,10,0,126.1,48.1,12.1,7.3
leuchars,1960,11,10,84.9,69.0,8.8,1.6
leuchars,1960,12,20,54.7,57.4,5.4,0.5
leuchars,1961,1,15,67.4,46.3,5.5,0.3
leuchars,1961,2,6,41.6,81.5,9.0,2.5
leuchars,1961,3,3,19.7,131.8,12.4,4.1
leuchars,1961,4,4,63.1,108.4,11.4,4.4
leuchars,1961,5,1,19.2,203.7,14.3,5.5
leuchars,1961,6,0,25.0,202.0,17.8,8.6
leuchars,1961,7,0,83.8,156.6,17.6,9.8
leuchars,1961,8,0,96.4,171.3,18.3,9.4
leuchars,1961,9,0,63.5,108.8,16.8,8.9
leuchars,1961,10,0,74.9,117.9,12.8,6.1
leuchars,1961,11,13,33.3,78.1,8.1,1.4
leuchars,1961,12,22,72.4,49.9,3.9,2.3
leuchars,1962,1,14,77.9,79.0,6.3,0.5
leuchars,1962,2,10,19.1,94.3,7.6,0.9
leuchars,1962,3,16,20.7,136.2,6.2,1.4
leuchars,1962,4,9,31.5,203.2,10.6,1.7
leuchars,1962,5,0,28.7,187.9,13.5,4.9
leuchars,1962,6,0,16.2,222.0,18.4,7.2
leuchars,1962,7,0,95.1,172.4,16.4,9.1
leuchars,1962,8,0,113.2,190.3,17.0,8.8
leuchars,1962,9,0,95.2,78.4,14.7,8.3
leuchars,1962,10,2,12.2,100.2,13.1,6.3
leuchars,1962,11,13,68.9,68.3,7.8,1.4
leuchars,1962,12,20,46.0,49.2,5.4,1.1
leuchars,1963,1,22,48.4,50.8,2.8,2.7
leuchars,1963,2,23,47.9,86.8,3.3,3.6
leuchars,1963,3,9,64.2,107.0,8.7,1.1
leuchars,1963,4,4,44.3,147.1,10.6,3.3
leuchars,1963,5,0,31.8,214.9,13.4,4.5
leuchars,1963,6,0,60.6,156.3,15.8,8.8
leuchars,1963,7,0,45.3,165.1,17.0,9.1
leuchars,1963,8,0,143.9,97.4,16.4,9.0
leuchars,1963,9,0,54.8,158.3,15.8,7.5
leuchars,1963,10,0,29.7,109.6,13.5,5.5
leuchars,1963,11,8,193.8,51.2,8.5,3.3
leuchars,1963,12,15,13.3,47.7,5.9,0.4
leuchars,1964,1,9,19.9,53.7,7.1,0.7
leuchars,1964,2,10,26.8,81.1,7.0,0.7
leuchars,1964,3,5,82.0,49.0,6.3,1.9
leuchars,1964,4,2,44.8,133.4,11.7,4.8
leuchars,1964,5,0,21.7,162.4,14.4,6.9
leuchars,1964,6,0,79.6,215.3,17.0,8.2
leuchars,1964,7,0,22.7,199.4,19.0,10.0
leuchars,1964,8,0,68.5,146.5,17.6,9.6
leuchars,1964,9,0,57.8,150.6,16.2,7.7
leuchars,1964,10,2,32.7,82.5,11.8,4.2
leuchars,1964,11,10,19.2,76.0,9.3,1.9
leuchars,1964,12,17,56.4,50.8,5.9,0.6
leuchars,1965,1,17,56.7,73.6,5.0,0.8
leuchars,1965,2,11,5.6,61.7,6.7,0.1
leuchars,1965,3,13,54.6,91.4,7.3,0.3
leuchars,1965,4,3,27.6,186.8,11.7,2.1
leuchars,1965,5,1,53.4,155.0,13.2,5.8
leuchars,1965,6,0,77.5,178.1,17.1,8.9
leuchars,1965,7,0,87.9,125.2,14.9,8.3
leuchars,1965,8,0,48.0,156.9,17.0,8.8
leuchars,1965,9,0,93.1,87.2,15.0,8.5
leuchars,1965,10,2,57.2,76.7,12.6,6.5
leuchars,1965,11,16,70.8,78.6,6.6,0.6
leuchars,1965,12,21,59.6,52.8,4.9,1.3
leuchars,1966,1,12,57.4,36.7,5.0,0.1
leuchars,1966,2,14,102.0,37.4,5.5,0.2
leuchars,1966,3,6,11.2,146.2,10.5,2.4
leuchars,1966,4,8,100.0,121.2,8.3,2.3
leuchars,1966,5,0,50.6,227.5,14.6,4.9
leuchars,1966,6,0,89.8,109.3,16.3,9.6
leuchars,1966,7,0,44.2,203.3,18.6,9.0
leuchars,1966,8,0,139.8,119.0,16.0,9.4
leuchars,1966,9,0,52.8,122.1,16.7,9.4
leuchars,1966,10,2,80.4,89.7,12.3,4.7
leuchars,1966,11,11,41.9,67.5,7.6,1.2
leuchars,1966,12,12,68.6,61.9,6.3,0.1
leuchars,1967,1,12,53.2,76.0,6.7,0.9
leuchars,1967,2,8,44.4,79.3,7.9,1.7
leuchars,1967,3,4,30.4,161.4,9.8,2.5
leuchars,1967,4,5,12.5,181.3,12.2,3.1
leuchars,1967,5,2,99.6,115.4,12.1,5.0
leuchars,1967,6,0,20.4,217.2,17.1,7.8
leuchars,1967,7,0,33.9,173.1,19.1,9.9
leuchars,1967,8,0,61.3,168.5,18.7,9.7
leuchars,1967,9,0,70.1,104.4,16.2,8.7
leuchars,1967,10,0,80.2,135.1,12.9,5.7
leuchars,1967,11,4,54.1,86.6,8.8,2.0
leuchars,1967,12,13,20.5,82.4,7.0,1.1
leuchars,1968,1,15,39.8,57.9,6.5,0.2
leuchars,1968,2,20,37.8,79.2,4.8,1.9
leuchars,1968,3,10,25.7,106.6,9.6,1.7
leuchars,1968,4,11,58.9,162.4,10.6,2.4
leuchars,1968,5,2,113.5,117.1,11.0,3.9
leuchars,1968,6,0,17.8,200.4,17.3,8.0
leuchars,1968,7,0,83.2,115.9,16.5,10.4
leuchars,1968,8,0,46.8,188.0,17.6,9.6
leuchars,1968,9,0,66.2,100.2,15.6,8.6
leuchars,1968,10,1,111.9,81.7,14.0,7.6
leuchars,1968,11,6,51.5,32.5,8.5,2.9
leuchars,1968,12,15,39.4,36.6,6.0,0.2
leuchars,1969,1,11,80.5,59.2,7.2,1.0
leuchars,1969,2,17,36.7,73.5,3.5,2.0
leuchars,1969,3,12,43.9,92.2,5.6,0.0
leuchars,1969,4,9,46.7,161.1,10.2,1.7
leuchars,1969,5,0,151.7,136.1,12.1,5.7
leuchars,1969,6,0,54.0,218.3,17.1,8.3
leuchars,1969,7,0,29.8,218.8,20.3,10.9
leuchars,1969,8,0,38.8,164.2,19.1,11.0
leuchars,1969,9,0,43.8,135.9,16.8,8.9
leuchars,1969,10,0,22.7,106.9,15.5,8.1
leuchars,1969,11,19,56.4,89.5,6.9,0.3
leuchars,1969,12,16,55.7,42.6,5.9,0.8
leuchars,1970,1,12,91.5,41.3,5.2,0.0
leuchars,1970,2,18,41.1,128.4,5.5,1.2
leuchars,1970,3,15,12.8,143.1,7.8,0.0
leuchars,1970,4,13,24.0,161.2,10.0,1.5
leuchars,1970,5,0,56.8,128.1,14.1,6.5
leuchars,1970,6,0,49.8,207.6,16.8,8.7
leuchars,1970,7,0,62.8,144.4,17.1,9.6
leuchars,1970,8,0,81.5,134.4,17.8,10.6
leuchars,1970,9,0,61.5,117.3,16.8,9.2
leuchars,1970,10,1,35.4,98.2,12.8,5.6
leuchars,1970,11,7,102.0,75.9,8.6,2.0
leuchars,1970,12,11,32.2,61.9,6.7,1.1
leuchars,1971,1,13,43.9,42.6,6.8,1.3
leuchars,1971,2,7,17.3,69.6,8.1,1.5
leuchars,1971,3,12,27.3,102.0,9.0,1.1
leuchars,1971,4,2,59.2,150.2,10.6,3.0
leuchars,1971,5,0,57.5,243.1,15.0,5.2
leuchars,1971,6,0,34.4,142.7,14.7,7.0
leuchars,1971,7,0,77.2,222.7,19.5,10.4
leuchars,1971,8,0,60.6,136.7,17.8,10.2
leuchars,1971,9,0,9.0,148.2,17.5,8.9
leuchars,1971,10,7,37.7,121.3,14.1,6.0
leuchars,1971,11,13,57.1,85.6,8.9,1.8
leuchars,1971,12,4,15.9,28.6,9.8,4.1
leuchars,1972,1,7,102.6,34.1,6.1,2.0
leuchars,1972,2,11,92.9,37.5,6.5,0.5
leuchars,1972,3,6,31.1,109.5,8.5,1.6
leuchars,1972,4,0,44.3,166.5,12.2,4.1
leuchars,1972,5,0,53.6,142.6,13.3,5.7
leuchars,1972,6,0,51.4,191.1,15.3,6.7
leuchars,1972,7,0,19.3,200.9,18.0,9.4
leuchars,1972,8,0,38.7,169.5,18.1,9.3
leuchars,1972,9,0,4.7,131.9,15.8,6.9
leuchars,1972,10,0,13.7,99.7,13.9,5.4
leuchars,1972,11,9,37.5,74.3,8.6,1.3
leuchars,1972,12,13,54.6,38.0,7.6,1.1
leuchars,1973,1,6,53.4,50.3,6.9,1.9
leuchars,1973,2,14,4.4,113.7,7.9,0.0
leuchars,1973,3,14,7.4,148.2,11.2,1.4
leuchars,1973,4,6,33.9,170.0,10.8,2.5
leuchars,1973,5,1,58.7,137.6,12.8,5.7
leuchars,1973,6,0,17.5,198.4,18.9,9.4
leuchars,1973,7,0,60.6,161.5,19.4,10.7
leuchars,1973,8,0,29.2,172.0,18.1,9.6
leuchars,1973,9,0,33.0,112.8,16.6,9.1
leuchars,1973,10,2,41.9,98.8,12.2,4.8
leuchars,1973,11,12,14.4,93.8,8.3,1.0
leuchars,1973,12,11,61.1,59.8,7.1,0.6
leuchars,1974,1,4,86.9,50.5,8.4,2.3
leuchars,1974,2,8,55.7,73.5,7.8,1.4
leuchars,1974,3,7,49.2,79.9,7.2,2.0
leuchars,1974,4,7,10.6,153.7,9.9,2.5
leuchars,1974,5,0,54.8,200.4,14.1,5.7
leuchars,1974,6,0,62.6,217.4,16.3,7.5
leuchars,1974,7,0,51.1,194.7,17.9,9.3
leuchars,1974,8,0,40.8,165.7,18.5,9.6
leuchars,1974,9,1,68.3,130.7,14.6,6.8
leuchars,1974,10,2,30.0,79.7,10.8,4.3
leuchars,1974,11,8,70.7,79.6,8.8,2.0
leuchars,1974,12,4,50.1,61.1,9.1,3.3
leuchars,1975,1,10,87.5,52.2,8.3,1.6
leuchars,1975,2,9,50.1,47.3,6.5,1.2
leuchars,1975,3,10,18.7,123.8,7.7,0.6
leuchars,1975,4,7,34.8,128.3,11.1,3.5
leuchars,1975,5,1,15.7,245.2,12.2,3.8
leuchars,1975,6,0,31.7,235.5,17.9,7.6
leuchars,1975,7,0,75.4,164.9,19.2,11.4
leuchars,1975,8,0,53.1,173.4,20.4,12.3
leuchars,1975,9,1,88.3,125.5,15.9,7.5
leuchars,1975,10,1,25.1,88.7,13.0,5.9
leuchars,1975,11,8,28.1,80.7,9.0,2.2
leuchars,1975,12,8,13.5,70.7,8.4,2.0
leuchars,1976,1,7,58.1,56.2,7.3,1.3
leuchars,1976,2,6,34.5,55.6,7.2,2.2
leuchars,1976,3,7,64.2,109.9,7.4,1.5
leuchars,1976,4,5,33.3,130.2,11.3,3.6
leuchars,1976,5,0,68.4,129.1,13.7,6.7
leuchars,1976,6,0,10.5,195.9,19.3,10.2
leuchars,1976,7,0,32.2,223.2,20.2,11.5
leuchars,1976,8,0,11.0,217.7,19.5,10.3
leuchars,1976,9,0,81.0,85.8,15.1,9.1
leuchars,1976,10,0,148.7,80.4,12.6,6.3
leuchars,1976,11,10,44.0,92.1,8.4,1.2
leuchars,1976,12,19,77.0,65.6,3.7,0.7
leuchars,1977,1,18,76.4,60.5,4.6,1.4
leuchars,1977,2,11,141.6,71.1,5.7,0.1
leuchars,1977,3,4,58.8,95.7,9.1,2.5
leuchars,1977,4,8,16.6,184.4,10.6,2.7
leuchars,1977,5,1,34.1,201.4,12.3,4.6
leuchars,1977,6,0,68.2,187.1,15.5,7.7
leuchars,1977,7,0,29.6,202.7,18.4,10.1
leuchars,1977,8,0,59.5,196.0,17.4,9.7
leuchars,1977,9,0,46.2,113.4,15.5,8.1
leuchars,1977,10,0,105.5,93.9,13.7,7.7
leuchars,1977,11,8,55.7,89.2,8.1,1.8
leuchars,1977,12,5,42.5,49.0,7.8,2.7
leuchars,1978,1,20,103.2,59.7,4.9,1.3
leuchars,1978,2,22,76.5,67.9,3.8,3.4
leuchars,1978,3,7,51.6,120.0,9.4,2.3
leuchars,1978,4,6,64.5,110.3,8.2,2.7
leuchars,1978,5,0,53.7,212.6,13.9,6.2
leuchars,1978,6,0,42.4,208.5,16.5,8.5
leuchars,1978,7,0,66.1,146.0,17.1,9.8
leuchars,1978,8,0,84.2,128.0,17.9,10.8
leuchars,1978,9,0,52.1,116.5,16.2,9.4
leuchars,1978,10,0,15.3,103.7,14.3,7.4
leuchars,1978,11,7,33.8,71.8,10.4,3.9
leuchars,1978,12,12,155.1,21.0,5.7,1.4
leuchars,1979,1,24,44.8,72.4,3.0,3.5
leuchars,1979,2,20,4.9,78.4,4.1,2.0
leuchars,1979,3,13,49.2,128.9,7.0,0.2
leuchars,1979,4,4,52.4,127.5,9.9,2.9
leuchars,1979,5,5,81.5,182.6,12.6,4.5
leuchars,1979,6,0,33.2,196.7,17.0,8.6
leuchars,1979,7,0,40.6,192.1,19.9,10.2
leuchars,1979,8,0,80.5,141.5,17.1,9.4
leuchars,1979,9,0,17.2,168.2,16.3,7.7
leuchars,1979,10,0,74.2,76.4,12.8,7.5
leuchars,1979,11,11,60.3,79.4,9.1,1.8
leuchars,1979,12,13,105.3,55.2,6.5,0.9
leuchars,1980,1,13,65.8,46.8,4.4,0.3
leuchars,1980,2,9,90.8,35.7,7.0,1.6
leuchars,1980,3,12,80.9,89.3,7.0,0.4
leuchars,1980,4,2,4.6,201.5,12.5,3.6
leuchars,1980,5,0,20.0,233.3,13.9,4.6
leuchars,1980,6,0,95.8,194.5,17.2,9.2
leuchars,1980,7,0,65.4,135.9,17.2,9.8
leuchars,1980,8,0,72.3,129.3,18.2,10.4
leuchars,1980,9,0,49.7,97.1,16.6,9.9
leuchars,1980,10,4,69.4,129.2,11.3,4.2
leuchars,1980,11,8,66.8,58.0,8.8,3.1
leuchars,1980,12,12,55.8,42.4,8.0,2.0
leuchars,1981,1,15,23.8,66.3,6.9,0.2
leuchars,1981,2,15,36.5,88.3,6.4,0.1
leuchars,1981,3,6,82.8,116.2,9.5,2.4
leuchars,1981,4,6,19.4,194.3,10.8,2.7
leuchars,1981,5,3,62.7,206.5,14.0,6.2
leuchars,1981,6,0,56.2,188.4,16.7,8.5
leuchars,1981,7,0,37.4,175.0,18.9,10.1
leuchars,1981,8,0,16.5,182.1,19.7,10.5
leuchars,1981,9,0,128.8,157.5,17.6,9.3
leuchars,1981,10,6,66.7,137.6,10.3,2.6
leuchars,1981,11,5,52.4,71.2,9.5,2.7
leuchars,1981,12,22,59.5,50.3,3.2,3.2
leuchars,1982,1,15,80.4,57.7,4.8,2.2
leuchars,1982,2,8,28.6,71.0,7.8,1.6
leuchars,1982,3,8,54.3,151.8,9.3,1.6
leuchars,1982,4,0,22.4,185.3,12.6,3.9
leuchars,1982,5,2,37.1,231.3,14.6,4.9
leuchars,1982,6,0,33.3,103.7,16.0,9.4
leuchars,1982,7,0,30.5,237.6,18.9,10.7
leuchars,1982,8,0,30.6,172.2,18.9,10.4
leuchars,1982,9,0,85.5,137.2,16.8,8.1
leuchars,1982,10,0,135.5,67.5,12.5,6.4
leuchars,1982,11,4,86.0,80.2,9.2,3.3
leuchars,1982,12,14,94.2,39.5,6.2,0.6
leuchars,1983,1,6,55.6,73.3,8.2,2.6
leuchars,1983,2,20,20.4,64.0,4.4,1.3
leuchars,1983,3,2,55.5,120.2,9.7,3.1
leuchars,1983,4,8,50.8,124.9,9.2,1.7
leuchars,1983,5,0,57.3,101.5,10.8,5.8
leuchars,1983,6,0,70.6,184.7,16.0,8.3
leuchars,1983,7,0,13.4,179.7,20.5,11.9
leuchars,1983,8,0,27.0,175.7,20.2,11.8
leuchars,1983,9,0,98.7,116.9,15.3,8.5
leuchars,1983,10,3,48.9,107.1,12.7,5.7
leuchars,1983,11,8,15.9,82.7,9.5,2.9
leuchars,1983,12,9,80.8,38.8,8.4,2.1
leuchars,1984,1,20,112.7,69.4,4.2,1.4
leuchars,1984,2,9,38.5,64.9,6.3,0.7
leuchars,1984,3,7,102.1,80.6,7.2,1.4
leuchars,1984,4,8,10.2,168.7,10.7,2.8
leuchars,1984,5,4,22.7,230.5,13.4,4.3
leuchars,1984,6,0,35.5,199.4,17.7,9.2
leuchars,1984,7,0,21.3,217.6,20.4,11.1
leuchars,1984,8,0,11.3,186.9,20.1,10.9
leuchars,1984,9,0,78.1,108.1,15.4,8.5
leuchars,1984,10,0,76.9,99.5,13.5,5.4
leuchars,1984,11,3,160.9,43.8,9.3,4.6
leuchars,1984,12,8,52.9,51.4,7.5,2.0
leuchars,1985,1,16,62.8,67.4,3.9,1.2
leuchars,1985,2,13,7.8,79.1,6.2,0.1
leuchars,1985,3,11,77.7,95.3,7.4,0.7
leuchars,1985,4,2,61.7,138.4,11.1,3.5
leuchars,1985,5,0,67.2,177.2,13.4,5.7
leuchars,1985,6,0,65.2,179.6,15.0,7.5
leuchars,1985,7,0,95.8,150.8,17.8,10.4
leuchars,1985,8,0,101.2,178.0,17.4,9.3
leuchars,1985,9,0,144.7,104.8,15.7,8.8
leuchars,1985,10,0,19.7,123.7,14.2,6.5
leuchars,1985,11,15,55.0,74.0,6.2,0.3
leuchars,1985,12,10,105.0,37.2,7.5,1.4
leuchars,1986,1,16,70.7,58.8,5.1,0.3
leuchars,1986,2,20,25.3,49.2,2.8,2.0
leuchars,1986,3,10,26.1,135.3,8.9,1.1
leuchars,1986,4,7,56.3,114.5,8.6,1.6
leuchars,1986,5,0,78.9,191.6,14.0,6.1
leuchars,1986,6,0,45.1,215.8,16.3,8.3
leuchars,1986,7,0,58.4,196.8,19.3,10.1
leuchars,1986,8,0,45.9,152.2,16.0,8.1
leuchars,1986,9,1,19.1,162.2,16.0,6.3
leuchars,1986,10,1,35.6,143.6,13.5,5.7
leuchars,1986,11,5,34.0,91.2,10.3,2.9
leuchars,1986,12,11,112.5,51.2,7.1,1.1
leuchars,1987,1,19,49.4,54.3,4.3,1.4
leuchars,1987,2,15,39.3,81.4,6.5,0.7
leuchars,1987,3,13,60.7,125.4,7.4,0.4
leuchars,1987,4,2,68.1,153.5,12.7,3.9
leuchars,1987,5,0,48.0,186.8,13.4,5.1
leuchars,1987,6,0,103.1,138.1,14.4,7.5
leuchars,1987,7,0,61.4,163.7,19.0,10.4
leuchars,1987,8,0,64.7,180.0,18.6,9.9
leuchars,1987,9,0,47.7,177.3,16.2,7.6
leuchars,1987,10,4,92.9,87.3,11.4,4.4
leuchars,1987,11,2,27.6,77.8,8.8,3.4
leuchars,1987,12,10,44.3,32.8,7.7,2.3
leuchars,1988,1,15,111.5,64.3,6.8,0.5
leuchars,1988,2,10,31.1,86.0,7.5,0.9
leuchars,1988,3,9,65.1,147.3,9.1,1.3
leuchars,1988,4,2,99.2,131.5,11.1,3.4
leuchars,1988,5,0,49.2,197.9,13.4,6.0
leuchars,1988,6,0,15.3,208.6,18.0,9.0
leuchars,1988,7,0,85.7,180.8,17.8,10.3
leuchars,1988,8,0,87.2,190.6,18.7,10.2
leuchars,1988,9,0,48.1,160.7,16.9,8.2
leuchars,1988,10,2,94.6,79.4,12.2,6.0
leuchars,1988,11,10,54.5,86.3,8.9,1.2
leuchars,1988,12,3,16.9,58.2,9.9,3.6
leuchars,1989,1,3,25.2,63.8,9.7,3.5
leuchars,1989,2,6,43.1,112.4,8.5,1.6
leuchars,1989,3,8,49.9,147.4,10.0,1.6
leuchars,1989,4,7,26.0,141.5,9.8,2.4
leuchars,1989,5,0,24.2,233.0,15.9,6.6
leuchars,1989,6,0,34.0,222.9,18.0,7.9
leuchars,1989,7,0,14.5,252.6,21.0,10.9
leuchars,1989,8,0,70.6,181.7,19.9,10.2
leuchars,1989,9,0,27.6,126.5,16.5,8.1
leuchars,1989,10,0,60.5,100.0,14.3,6.7
leuchars,1989,11,8,23.4,92.9,9.0,3.1
leuchars,1989,12,19,55.4,65.6,6.1,1.0
leuchars,1990,1,6,86.1,66.6,8.2,2.1
leuchars,1990,2,6,81.8,87.5,8.9,2.5
leuchars,1990,3,3,17.1,149.2,11.7,4.2
leuchars,1990,4,5,20.7,217.5,12.1,2.8
leuchars,1990,5,0,28.8,216.7,14.5,5.7
leuchars,1990,6,0,107.2,160.5,17.1,8.4
leuchars,1990,7,0,22.0,242.7,18.9,10.2
