                         tmax  tmin    af   rain    sun   asml        lat      long           gridRef
station         yyyy mm                                                                              
aberporth       1941 1    NaN   NaN   NaN   74.7    NaN  133.0  52.139000 -4.570000   224100E 252100N
                     11   7.8   3.4   4.0  127.9   25.7   82.0  60.139000 -1.183000  445300E 1139700N
                     12   5.7   1.8  10.0   62.8   13.9   82.0  60.139000 -1.183000  445300E 1139700N
                1940 1    3.9   0.4  16.0   39.8   27.6   82.0  60.139000 -1.183000  445300E 1139700N
                     2    4.2   0.2  18.0   56.1   48.5   82.0  60.139000 -1.183000  445300E 1139700N
                     3    5.3   0.4  13.0  126.1   74.0   82.0  60.139000 -1.183000  445300E 1139700N
                     4    7.3   2.1   4.0  111.8  115.6   82.0  60.139000 -1.183000  445300E 1139700N
                     5   11.5   5.9   0.0   41.8  216.0   82.0  60.139000 -1.183000  445300E 1139700N
                     6   14.5   8.8   0.0   28.7  157.7   82.0  60.139000 -1.183000  445300E 1139700N
                     7   13.8   8.8   0.0   41.9  132.3   82.0  60.139000 -1.183000  445300E 1139700N
                     8   13.2   8.3   0.0  101.3  105.7   82.0  60.139000 -1.183000  445300E 1139700N
                     9   11.4   6.9   0.0  120.2   73.5   82.0  60.139000 -1.183000  445300E 1139700N
                     10   9.9   6.0   0.0   63.3   63.6   82.0  60.139000 -1.183000  445300E 1139700N
                     11   7.5   2.6   4.0  139.8   40.2   82.0  60.139000 -1.183000  445300E 1139700N
                     12   6.0   1.9   3.0   93.8   13.2   82.0  60.139000 -1.183000  445300E 1139700N
                1941 1    3.1   0.9  16.0   28.5   38.0   82.0  60.139000 -1.183000  445300E 1139700N
                     2    4.4   0.4  12.0   89.4   55.9   82.0  60.139000 -1.183000  445300E 1139700N
                     3    5.6   0.5  10.0   39.7  114.3   82.0  60.139000 -1.183000  445300E 1139700N
                     4    7.3   1.7   5.0   39.5  113.7   82.0  60.139000 -1.183000  445300E 1139700N
                     5    9.7   3.9   3.0   44.2  148.6   82.0  60.139000 -1.183000  445300E 1139700N
                     6   12.7   7.4   0.0   25.9  153.6   82.0  60.139000 -1.183000  445300E 1139700N
                     7   15.2  10.3   0.0   63.2  104.4   82.0  60.139000 -1.183000  445300E 1139700N
                     8   14.5   9.2   0.0   55.8  121.5   82.0  60.139000 -1.183000  445300E 1139700N
                     9   13.3   8.8   0.0   64.3   75.1   82.0  60.139000 -1.183000  445300E 1139700N
                     10  10.5   5.4   1.0   69.6   69.6   82.0  60.139000 -1.183000  445300E 1139700N
                     11   7.3   3.8   0.0  141.9   18.4   82.0  60.139000 -1.183000  445300E 1139700N
                     12   7.3   2.9   6.0  128.6   13.4   82.0  60.139000 -1.183000  445300E 1139700N
                1942 1    3.5   0.1  12.0  125.6   16.7   82.0  60.139000 -1.183000  445300E 1139700N
                     2    3.8   0.4  13.0   52.4   47.5   82.0  60.139000 -1.183000  445300E 1139700N
                     3    4.2   0.1  15.0   56.8   58.7   82.0  60.139000 -1.183000  445300E 1139700N
                     4    9.2   3.0   1.0   32.1  184.5   82.0  60.139000 -1.183000  445300E 1139700N
                     5   10.3   4.8   0.0   89.2  139.7   82.0  60.139000 -1.183000  445300E 1139700N
                     6   11.9   7.0   0.0   57.8   95.1   82.0  60.139000 -1.183000  445300E 1139700N
                     7   13.7   9.3   0.0   68.1  104.1   82.0  60.139000 -1.183000  445300E 1139700N
                     8   13.9  10.2   0.0   64.5   69.4   82.0  60.139000 -1.183000  445300E 1139700N
                     9   12.6   8.2   0.0  122.7  100.5   82.0  60.139000 -1.183000  445300E 1139700N
                     10   9.6   5.2   0.0  145.4   72.2   82.0  60.139000 -1.183000  445300E 1139700N
                     11   7.9   3.9   6.0   83.4   24.0   82.0  60.139000 -1.183000  445300E 1139700N
                     12   7.4   3.2   8.0  140.0   12.4   82.0  60.139000 -1.183000  445300E 1139700N
                1943 1    5.6   1.6  10.0  115.7   24.5   82.0  60.139000 -1.183000  445300E 1139700N
                     2    7.4   2.2   6.0  105.6   46.1   82.0  60.139000 -1.183000  445300E 1139700N
                     3    8.0   3.6   3.0   75.2  100.4   82.0  60.139000 -1.183000  445300E 1139700N
                     4    8.7   3.9   3.0   97.1   97.6   82.0  60.139000 -1.183000  445300E 1139700N
                     5   10.8   5.8   0.0   81.6  151.9   82.0  60.139000 -1.183000  445300E 1139700N
                     6   12.7   8.3   0.0   28.8  114.8   82.0  60.139000 -1.183000  445300E 1139700N
                     7   14.5   9.2   0.0   83.9  176.7   82.0  60.139000 -1.183000  445300E 1139700N
                     8   13.7   8.6   0.0  101.4  152.0   82.0  60.139000 -1.183000  445300E 1139700N
                     9   13.0   8.4   0.0  116.7  118.7   82.0  60.139000 -1.183000  445300E 1139700N
                     10  11.3   8.1   0.0   80.3   50.5   82.0  60.139000 -1.183000  445300E 1139700N
                     11   7.5   3.3   2.0  129.8   42.7   82.0  60.139000 -1.183000  445300E 1139700N
                     12   7.1   2.9   2.0   81.7    7.9   82.0  60.139000 -1.183000  445300E 1139700N
                1944 1    6.4   1.6   9.0  116.2   16.2   82.0  60.139000 -1.183000  445300E 1139700N
                     2    5.6   1.1   7.0   70.9   60.5   82.0  60.139000 -1.183000  445300E 1139700N
                     3    6.1   0.9  12.0   61.6   86.5   82.0  60.139000 -1.183000  445300E 1139700N
                     4    7.8   3.7   2.0   67.3   64.2   82.0  60.139000 -1.183000  445300E 1139700N
                     5    9.6   5.1   0.0   68.8  119.1   82.0  60.139000 -1.183000  445300E 1139700N
                     6   12.2   7.4   0.0   68.2  100.9   82.0  60.139000 -1.183000  445300E 1139700N
                     7   14.4  10.1   0.0   50.3   91.1   82.0  60.139000 -1.183000  445300E 1139700N
                     8   14.8  10.3   0.0   47.1  122.2   82.0  60.139000 -1.183000  445300E 1139700N
                     9   12.4   7.7   0.0   63.2  109.5   82.0  60.139000 -1.183000  445300E 1139700N
                     10  10.0   6.3   0.0  112.0   61.7   82.0  60.139000 -1.183000  445300E 1139700N
                     11   6.5   2.0   4.0  115.9   27.9   82.0  60.139000 -1.183000  445300E 1139700N
                     12   5.8   1.9   6.0  117.0   11.3   82.0  60.139000 -1.183000  445300E 1139700N
                1945 1    3.2   1.5  25.0   93.6   33.9   82.0  60.139000 -1.183000  445300E 1139700N
                     2    6.7   2.2   5.0  106.4   50.2   82.0  60.139000 -1.183000  445300E 1139700N
                     3    8.4   4.2   3.0   70.2   88.5   82.0  60.139000 -1.183000  445300E 1139700N
                     4    8.5   3.8   2.0   89.3  121.1   82.0  60.139000 -1.183000  445300E 1139700N
                     5   10.8   5.5   0.0  109.8  170.3   82.0  60.139000 -1.183000  445300E 1139700N
                     6   12.8   8.1   0.0   52.6  150.3   82.0  60.139000 -1.183000  445300E 1139700N
                     7   15.0   9.8   0.0   47.8  104.2   82.0  60.139000 -1.183000  445300E 1139700N
                     8   14.9  10.1   0.0   78.4   80.5   82.0  60.139000 -1.183000  445300E 1139700N
                     9   13.8   9.2   0.0   73.6  138.2   82.0  60.139000 -1.183000  445300E 1139700N
                     10  11.4   8.0   0.0   90.8   29.4   82.0  60.139000 -1.183000  445300E 1139700N
                     11   9.3   5.2   0.0   76.1   36.7   82.0  60.139000 -1.183000  445300E 1139700N
                     12   6.9   2.6   5.0  115.9   13.7   82.0  60.139000 -1.183000  445300E 1139700N
                1946 1    6.5   2.6   4.0  120.2   37.3   82.0  60.139000 -1.183000  445300E 1139700N
                     2    5.1   0.5   9.0   93.9   59.3   82.0  60.139000 -1.183000  445300E 1139700N
                     3    6.7   1.6   8.0   83.1  105.9   82.0  60.139000 -1.183000  445300E 1139700N
                     4    9.1   3.4   0.0   90.0  110.7   82.0  60.139000 -1.183000  445300E 1139700N
                     5   11.1   5.2   0.0   26.1  171.0   82.0  60.139000 -1.183000  445300E 1139700N
                     6   12.4   7.9   0.0  108.4  139.4   82.0  60.139000 -1.183000  445300E 1139700N
                     7   14.7  10.3   0.0   90.3  109.7   82.0  60.139000 -1.183000  445300E 1139700N
                     8   14.5   9.8   0.0  113.4  149.7   82.0  60.139000 -1.183000  445300E 1139700N
                     9   13.6   9.4   0.0  102.8  114.9   82.0  60.139000 -1.183000  445300E 1139700N
                     10  10.2   6.4   0.0   29.2   59.9   82.0  60.139000 -1.183000  445300E 1139700N
                     11   8.2   4.2   2.0  147.8   30.3   82.0  60.139000 -1.183000  445300E 1139700N
                     12   6.6   3.1   0.0  150.2   14.1   82.0  60.139000 -1.183000  445300E 1139700N
                1947 1    5.3   1.1   6.0   95.8   14.8   82.0  60.139000 -1.183000  445300E 1139700N
                     2    1.5   2.2  25.0   67.9   51.9   82.0  60.139000 -1.183000  445300E 1139700N
                     3    2.9   2.4  19.0   49.2  103.7   82.0  60.139000 -1.183000  445300E 1139700N
                     4    7.9   2.5   6.0  107.8  146.8   82.0  60.139000 -1.183000  445300E 1139700N
                     5   11.5   6.3   0.0   15.3  221.9   82.0  60.139000 -1.183000  445300E 1139700N
                     6   13.0   7.9   0.0   61.1  132.8   82.0  60.139000 -1.183000  445300E 1139700N
                     7   16.1  10.7   0.0   39.5  228.0   82.0  60.139000 -1.183000  445300E 1139700N
                     8   17.2  11.5   0.0    0.7  172.4   82.0  60.139000 -1.183000  445300E 1139700N
                     9   13.7   8.5   0.0  124.2  144.9   82.0  60.139000 -1.183000  445300E 1139700N
                     10  10.9   6.6   0.0   66.3   55.7   82.0  60.139000 -1.183000  445300E 1139700N
                     11   6.7   2.6   5.0  135.1   41.5   82.0  60.139000 -1.183000  445300E 1139700N
                     12   6.7   2.4   5.0   94.1    9.7   82.0  60.139000 -1.183000  445300E 1139700N
                1948 1    4.5   0.4  11.0  121.7   28.9   82.0  60.139000 -1.183000  445300E 1139700N
                     2    6.0   2.0   2.0   89.9   40.1   82.0  60.139000 -1.183000  445300E 1139700N
                     3    8.3   3.3   1.0   68.1  107.8   82.0  60.139000 -1.183000  445300E 1139700N
                     4    8.8   3.5   2.0   76.5  147.6   82.0  60.139000 -1.183000  445300E 1139700N
                     5   10.8   4.0   2.0   46.9  271.5   82.0  60.139000 -1.183000  445300E 1139700N
                     6   12.4   7.3   0.0   48.2  119.5   82.0  60.139000 -1.183000  445300E 1139700N
                     7   13.4   8.8   0.0   81.9  119.5   82.0  60.139000 -1.183000  445300E 1139700N
                     8   13.0   8.6   0.0   55.0   75.4   82.0  60.139000 -1.183000  445300E 1139700N
                     9   12.3   7.8   0.0  143.3  106.0   82.0  60.139000 -1.183000  445300E 1139700N
                     10   9.1   4.6   4.0  147.1   86.4   82.0  60.139000 -1.183000  445300E 1139700N
                     11   8.4   3.7   4.0  111.4   41.2   82.0  60.139000 -1.183000  445300E 1139700N
                     12   7.7   4.6   1.0  145.7    9.0   82.0  60.139000 -1.183000  445300E 1139700N
                1949 1    6.6   0.8  10.0  165.1   15.4   82.0  60.139000 -1.183000  445300E 1139700N
                     2    6.8   2.3   5.0   90.7   54.7   82.0  60.139000 -1.183000  445300E 1139700N
                     3    5.2   0.7  15.0   89.5   91.2   82.0  60.139000 -1.183000  445300E 1139700N
                     4    8.9   3.2   3.0   82.6  136.7   82.0  60.139000 -1.183000  445300E 1139700N
                     5   10.2   5.1   0.0   35.3  135.6   82.0  60.139000 -1.183000  445300E 1139700N
                     6   12.5   7.2   0.0   28.1  220.4   82.0  60.139000 -1.183000  445300E 1139700N
                     7   14.7   9.6   0.0   42.9  149.3   82.0  60.139000 -1.183000  445300E 1139700N
                     8   13.9   9.7   0.0   65.5   89.4   82.0  60.139000 -1.183000  445300E 1139700N
                     9   13.9  10.1   0.0   70.9   79.1   82.0  60.139000 -1.183000  445300E 1139700N
                     10  11.1   7.1   0.0  113.1   73.4   82.0  60.139000 -1.183000  445300E 1139700N
                     11   9.0   5.0   0.0  169.4   29.2   82.0  60.139000 -1.183000  445300E 1139700N
                     12   6.0   1.5   5.0  147.5   29.3   82.0  60.139000 -1.183000  445300E 1139700N
                1950 1    6.4   3.3   1.0  105.2   20.8   82.0  60.139000 -1.183000  445300E 1139700N
                     2    4.9   0.6   7.0  129.3   60.1   82.0  60.139000 -1.183000  445300E 1139700N
                     3    7.3   3.1   4.0   85.4   86.1   82.0  60.139000 -1.183000  445300E 1139700N
                     4    7.8   2.6   4.0   68.8  179.1   82.0  60.139000 -1.183000  445300E 1139700N
                     5   10.8   5.1   1.0   35.6  216.3   82.0  60.139000 -1.183000  445300E 1139700N
                     6   13.0   8.1   0.0  101.7  129.8   82.0  60.139000 -1.183000  445300E 1139700N
                     7   14.8   9.9   0.0   88.5  216.2   82.0  60.139000 -1.183000  445300E 1139700N
                     8   15.4  10.8   0.0  110.9  153.9   82.0  60.139000 -1.183000  445300E 1139700N
                     9   12.8   8.0   0.0  141.7  128.6   82.0  60.139000 -1.183000  445300E 1139700N
                     10  10.0   6.1   0.0  155.7   52.4   82.0  60.139000 -1.183000  445300E 1139700N
                     11   6.8   2.4   4.0  126.4   50.0   82.0  60.139000 -1.183000  445300E 1139700N
                     12   3.5   0.9  19.0   82.9   24.3   82.0  60.139000 -1.183000  445300E 1139700N
                1951 1    5.0   1.1   5.0  131.8   21.9   82.0  60.139000 -1.183000  445300E 1139700N
                     2    5.1   0.8   5.0  143.6   42.9   82.0  60.139000 -1.183000  445300E 1139700N
                     3    4.5   0.2  15.0   62.6   79.0   82.0  60.139000 -1.183000  445300E 1139700N
                     4    6.4   1.0   9.0  111.8  135.1   82.0  60.139000 -1.183000  445300E 1139700N
                     5    9.8   4.0   1.0    7.5  232.0   82.0  60.139000 -1.183000  445300E 1139700N
                     6   11.7   5.9   1.0   35.5  159.9   82.0  60.139000 -1.183000  445300E 1139700N
                     7   13.0   8.4   0.0  100.8   85.4   82.0  60.139000 -1.183000  445300E 1139700N
                     8   13.9   9.5   0.0  135.3  100.7   82.0  60.139000 -1.183000  445300E 1139700N
                     9   12.9   8.6   0.0   65.5   96.9   82.0  60.139000 -1.183000  445300E 1139700N
                     10  11.0   7.3   1.0   62.9   53.3   82.0  60.139000 -1.183000  445300E 1139700N
                     11   8.4   4.3   4.0  152.0   22.7   82.0  60.139000 -1.183000  445300E 1139700N
                     12   6.7   2.0   8.0  176.4   12.9   82.0  60.139000 -1.183000  445300E 1139700N
                1952 1    3.9   1.2  17.0  117.9   39.4   82.0  60.139000 -1.183000  445300E 1139700N
                     2    4.7   0.5  12.0   52.0   42.1   82.0  60.139000 -1.183000  445300E 1139700N
                     3    6.3   2.0   5.0  156.1   84.1   82.0  60.139000 -1.183000  445300E 1139700N
                     4    9.5   3.5   3.0   45.1  153.1   82.0  60.139000 -1.183000  445300E 1139700N
