                         tmax  tmin    af   rain    sun   asml        lat      long           gridRef
station         yyyy mm                                                                              
aberporth       1941 1    NaN   NaN   NaN   74.7    NaN  133.0  52.139000 -4.570000   224100E 252100N
                     2    7.8   1.4  12.0   16.0   68.3   10.0  50.779000 -1.835000    411700E 97800N
                     3   11.5   3.2   9.0   48.2  103.8   10.0  50.779000 -1.835000    411700E 97800N
                     4   13.8   4.9   5.0   54.8  158.2   10.0  50.779000 -1.835000    411700E 97800N
                     5   16.1   6.9   1.0   35.2  210.2   10.0  50.779000 -1.835000    411700E 97800N
                     6   20.6  11.0   0.0   57.8  225.3   10.0  50.779000 -1.835000    411700E 97800N
                     7   22.0  12.8   0.0   53.8  218.7   10.0  50.779000 -1.835000    411700E 97800N
                     8   22.0  10.6   0.0   47.2  279.3   10.0  50.779000 -1.835000    411700E 97800N
                     9   20.8  10.1   0.0   31.4  175.1   10.0  50.779000 -1.835000    411700E 97800N
                     10  17.1  10.4   0.0  112.4   89.3   10.0  50.779000 -1.835000    411700E 97800N
                     11  10.8   1.5  14.0   71.6  101.9   10.0  50.779000 -1.835000    411700E 97800N
                     12   8.6   1.0  20.0   71.6   71.5   10.0  50.779000 -1.835000    411700E 97800N
                2006 1    8.0   1.6  12.0   20.0   74.3   10.0  50.779000 -1.835000    411700E 97800N
                     2    7.2   0.3  13.0   59.6   66.3   10.0  50.779000 -1.835000    411700E 97800N
                     3    9.3   2.2   9.0   64.5  101.0   10.0  50.779000 -1.835000    411700E 97800N
                     4   13.7   4.8   5.0   27.8  153.2   10.0  50.779000 -1.835000    411700E 97800N
                     5   16.7   8.3   0.0   96.7  163.0   10.0  50.779000 -1.835000    411700E 97800N
                     6   21.4  10.4   0.0   15.6  272.3   10.0  50.779000 -1.835000    411700E 97800N
                     7   25.5  13.4   0.0   55.5  307.0   10.0  50.779000 -1.835000    411700E 97800N
                     8   22.1  13.0   0.0   16.2  176.6   10.0  50.779000 -1.835000    411700E 97800N
                     9   21.3  12.6   0.0   43.6  155.4   10.0  50.779000 -1.835000    411700E 97800N
                     10  17.4  10.2   0.0  129.0   82.4   10.0  50.779000 -1.835000    411700E 97800N
                     11  13.1   4.0   8.0  126.4  103.1   10.0  50.779000 -1.835000    411700E 97800N
                     12   9.9   4.0   8.0  117.0   59.5   10.0  50.779000 -1.835000    411700E 97800N
                2007 1   10.4   4.6   4.0   80.8   58.5   10.0  50.779000 -1.835000    411700E 97800N
                     2   10.2   3.8   8.0  112.4   81.4   10.0  50.779000 -1.835000    411700E 97800N
                     3   12.3   3.0   7.0   69.2  174.3   10.0  50.779000 -1.835000    411700E 97800N
                     4   18.5   5.6   2.0    4.8  248.6   10.0  50.779000 -1.835000    411700E 97800N
                     5   17.7   8.5   0.0  103.4  204.1   10.0  50.779000 -1.835000    411700E 97800N
                     6   19.8  12.0   0.0   97.4  169.6   10.0  50.779000 -1.835000    411700E 97800N
                     7   19.9  11.7   0.0  118.6  175.3   10.0  50.779000 -1.835000    411700E 97800N
                     8   20.9  10.8   0.0   44.0  218.8   10.0  50.779000 -1.835000    411700E 97800N
                     9   19.5   8.9   0.0   28.4  160.8   10.0  50.779000 -1.835000    411700E 97800N
                     10  15.6   6.5   2.0   33.4  108.1   10.0  50.779000 -1.835000    411700E 97800N
                     11  12.0   2.7   8.0  108.4   87.3   10.0  50.779000 -1.835000    411700E 97800N
                     12   9.2   1.9  12.0   86.9   53.6   10.0  50.779000 -1.835000    411700E 97800N
                2008 1   10.5   3.4   6.0  114.8   48.8   10.0  50.779000 -1.835000    411700E 97800N
                     2   10.9   0.5  18.0   38.6  131.3   10.0  50.779000 -1.835000    411700E 97800N
                     3   10.9   2.9   8.0   95.6  109.8   10.0  50.779000 -1.835000    411700E 97800N
                     4   13.3   3.8   7.0   74.6  198.6   10.0  50.779000 -1.835000    411700E 97800N
                     5   19.3   9.1   0.0   82.6  188.2   10.0  50.779000 -1.835000    411700E 97800N
                     6   19.6   9.8   0.0   40.0  240.2   10.0  50.779000 -1.835000    411700E 97800N
                     7   21.1  12.0   0.0   72.6  210.2   10.0  50.779000 -1.835000    411700E 97800N
                     8   19.9  13.2   0.0   77.8  116.0   10.0  50.779000 -1.835000    411700E 97800N
                     9   18.4   9.0   0.0   93.2  129.9   10.0  50.779000 -1.835000    411700E 97800N
                     10  14.6   5.1   5.0   79.8  118.5   10.0  50.779000 -1.835000    411700E 97800N
                     11  11.1   4.6   5.0   83.4   48.0   10.0  50.779000 -1.835000    411700E 97800N
                     12   7.7   0.2  17.0   45.0   82.3   10.0  50.779000 -1.835000    411700E 97800N
                2009 1    7.1   0.4  19.0   96.6   66.4   10.0  50.779000 -1.835000    411700E 97800N
                     2    8.3   1.0  11.0   88.6   63.7   10.0  50.779000 -1.835000    411700E 97800N
                     3   12.3   1.4  15.0   44.0  166.1   10.0  50.779000 -1.835000    411700E 97800N
                     4   14.2   5.1   2.0   50.0  174.6   10.0  50.779000 -1.835000    411700E 97800N
                     5   17.7   7.7   0.0   26.2  217.2   10.0  50.779000 -1.835000    411700E 97800N
                     6   21.0  10.2   0.0   61.0  230.8   10.0  50.779000 -1.835000    411700E 97800N
                     7   20.4  13.0   0.0   75.0  187.3   10.0  50.779000 -1.835000    411700E 97800N
                     8   21.2  12.4   0.0   28.6  181.4   10.0  50.779000 -1.835000    411700E 97800N
                     9   19.8   9.4   0.0   40.6  171.1   10.0  50.779000 -1.835000    411700E 97800N
                     10  16.3   8.2   1.0   79.4   92.0   10.0  50.779000 -1.835000    411700E 97800N
                     11  12.9   6.9   0.0  163.2   69.3   10.0  50.779000 -1.835000    411700E 97800N
                     12   7.6   0.2  19.0  147.2   74.4   10.0  50.779000 -1.835000    411700E 97800N
                2010 1    5.2   2.1  20.0   60.0   69.5   10.0  50.779000 -1.835000    411700E 97800N
                     2    7.3   0.6   9.0   76.4   60.1   10.0  50.779000 -1.835000    411700E 97800N
                     3   10.5   2.0  11.0   72.0  120.9   10.0  50.779000 -1.835000    411700E 97800N
                     4   14.6   2.8   5.0   34.4  246.3   10.0  50.779000 -1.835000    411700E 97800N
                     5   17.0   5.5   2.0   15.8  189.7   10.0  50.779000 -1.835000    411700E 97800N
                     6   22.0   9.2   0.0   28.6  278.8   10.0  50.779000 -1.835000    411700E 97800N
                     7   22.8  13.3   0.0   34.0  166.4   10.0  50.779000 -1.835000    411700E 97800N
                     8   21.0  11.2   0.0   94.8  105.2   10.0  50.779000 -1.835000    411700E 97800N
                     9   19.0   9.0   0.0   58.2  123.7   10.0  50.779000 -1.835000    411700E 97800N
                     10  15.6   6.5   7.0   65.2  116.4   10.0  50.779000 -1.835000    411700E 97800N
                     11   9.8   2.7  12.0  107.4   57.9   10.0  50.779000 -1.835000    411700E 97800N
                     12   3.9   3.4  27.0   60.4   27.5   10.0  50.779000 -1.835000    411700E 97800N
                2011 1    7.7   1.8   9.0   95.6   52.3   10.0  50.779000 -1.835000    411700E 97800N
                     2   10.4   3.0   8.0   75.8   42.8   10.0  50.779000 -1.835000    411700E 97800N
                     3   12.3   1.8  10.0   19.0  145.0   10.0  50.779000 -1.835000    411700E 97800N
                     4   18.3   5.7   0.0    6.8  217.5   10.0  50.779000 -1.835000    411700E 97800N
                     5   17.7   7.6   0.0   25.0  189.2   10.0  50.779000 -1.835000    411700E 97800N
                     6   19.5   9.5   0.0   84.2  172.7   10.0  50.779000 -1.835000    411700E 97800N
                     7   20.6  10.4   0.0   41.2  158.5   10.0  50.779000 -1.835000    411700E 97800N
                     8   20.4  11.6   0.0  133.6  135.0   10.0  50.779000 -1.835000    411700E 97800N
                     9   19.8  11.3   0.0   60.6  133.9   10.0  50.779000 -1.835000    411700E 97800N
                     10  17.3   8.6   1.0   49.2   98.4   10.0  50.779000 -1.835000    411700E 97800N
                     11  14.0   6.9   2.0   46.4   56.2   10.0  50.779000 -1.835000    411700E 97800N
                     12  10.6   3.2   6.0   93.0   49.3   10.0  50.779000 -1.835000    411700E 97800N
                2012 1   10.1   2.3  11.0   48.2   70.4   10.0  50.779000 -1.835000    411700E 97800N
                     2    8.4   0.4  14.0   22.2   65.9   10.0  50.779000 -1.835000    411700E 97800N
                     3   14.4   2.0   7.0   36.0  168.8   10.0  50.779000 -1.835000    411700E 97800N
                     4   12.7   2.8  11.0  148.6  130.4   10.0  50.779000 -1.835000    411700E 97800N
                     5   17.6   7.8   1.0   35.0  188.2   10.0  50.779000 -1.835000    411700E 97800N
                     6   17.8  11.3   0.0  135.8  101.4   10.0  50.779000 -1.835000    411700E 97800N
                     7   20.0  11.4   0.0  137.4  148.2   10.0  50.779000 -1.835000    411700E 97800N
                     8   21.2  13.1   0.0   54.6  141.9   10.0  50.779000 -1.835000    411700E 97800N
                     9   18.9   8.1   0.0   85.8  167.1   10.0  50.779000 -1.835000    411700E 97800N
                     10  14.4   7.4   2.0  131.4   81.3   10.0  50.779000 -1.835000    411700E 97800N
                     11  11.2   3.4   7.0  132.4   66.8   10.0  50.779000 -1.835000    411700E 97800N
                     12   9.9   2.0  12.0  161.2   68.3   10.0  50.779000 -1.835000    411700E 97800N
                2013 1    7.4   2.5   8.0  126.4   47.7   10.0  50.779000 -1.835000    411700E 97800N
                     2    7.0   0.2  12.0   41.0   69.8   10.0  50.779000 -1.835000    411700E 97800N
                     3    7.2   0.4  14.0   93.2   60.3   10.0  50.779000 -1.835000    411700E 97800N
                     4   12.0   3.0  10.0   48.0  149.9   10.0  50.779000 -1.835000    411700E 97800N
                     5   15.9   5.7   1.0   58.2  183.2   10.0  50.779000 -1.835000    411700E 97800N
                     6   19.6   9.9   0.0   31.2  190.4   10.0  50.779000 -1.835000    411700E 97800N
                     7   25.4  12.3   0.0   29.2  298.0   10.0  50.779000 -1.835000    411700E 97800N
                     8   22.9  11.8   0.0   23.0  203.9   10.0  50.779000 -1.835000    411700E 97800N
                     9   19.9   9.3   0.0   40.8  124.8   10.0  50.779000 -1.835000    411700E 97800N
                     10  16.9   9.4   1.0  163.6   87.0   10.0  50.779000 -1.835000    411700E 97800N
                     11  10.8   2.9   9.0   67.0   87.7   10.0  50.779000 -1.835000    411700E 97800N
                     12  10.8   2.1  10.0  192.2   50.8   10.0  50.779000 -1.835000    411700E 97800N
                2014 1   10.3   2.5  11.0  247.4   59.6   10.0  50.779000 -1.835000    411700E 97800N
                     2   10.4   4.0   2.0  184.0   90.0   10.0  50.779000 -1.835000    411700E 97800N
                     3   12.9   2.7   6.0   53.2  139.5   10.0  50.779000 -1.835000    411700E 97800N
                     4   14.7   5.5   0.0  115.2  155.7   10.0  50.779000 -1.835000    411700E 97800N
                     5   16.8   8.1   0.0  102.4  181.5   10.0  50.779000 -1.835000    411700E 97800N
                     6   21.1  10.6   0.0   33.8  238.0   10.0  50.779000 -1.835000    411700E 97800N
                     7   24.5  12.4   0.0   24.0  274.9   10.0  50.779000 -1.835000    411700E 97800N
                     8   21.2  10.6   0.0   89.8  197.9   10.0  50.779000 -1.835000    411700E 97800N
                     9   21.3   9.9   0.0   20.0  132.2   10.0  50.779000 -1.835000    411700E 97800N
                     10  16.8   9.7   0.0  138.2   81.2   10.0  50.779000 -1.835000    411700E 97800N
                     11  12.6   5.9   3.0  163.6   58.8   10.0  50.779000 -1.835000    411700E 97800N
                     12   9.6   1.3  14.0   45.6   73.5   10.0  50.779000 -1.835000    411700E 97800N
                2015 1    9.6   1.4  11.0  101.6   77.9   10.0  50.779000 -1.835000    411700E 97800N
                     2    8.2   0.2  16.0   53.0   70.6   10.0  50.779000 -1.835000    411700E 97800N
                     3   11.1   2.5   9.0   25.4  120.7   10.0  50.779000 -1.835000    411700E 97800N
                     4   15.6   3.9   5.0   20.2  157.7   10.0  50.779000 -1.835000    411700E 97800N
                     5   16.2   7.6   0.0   69.0  159.9   10.0  50.779000 -1.835000    411700E 97800N
                     6   20.5   9.7   0.0   29.6  230.7   10.0  50.779000 -1.835000    411700E 97800N
                     7   21.5  12.1   0.0   59.2  185.4   10.0  50.779000 -1.835000    411700E 97800N
                     8   20.5  11.8   0.0  138.8  135.8   10.0  50.779000 -1.835000    411700E 97800N
                     9   18.7   8.0   0.0   74.2  200.4   10.0  50.779000 -1.835000    411700E 97800N
                     10  15.5   7.1   1.0   68.0   85.2   10.0  50.779000 -1.835000    411700E 97800N
                     11  13.4   7.9   3.0   85.4   29.8   10.0  50.779000 -1.835000    411700E 97800N
                     12  13.5   9.2   0.0   89.2   29.3   10.0  50.779000 -1.835000    411700E 97800N
                2016 1   10.0   2.1  10.0  190.8   66.7   10.0  50.779000 -1.835000    411700E 97800N
                     2    9.6   2.7  10.0   63.2   64.6   10.0  50.779000 -1.835000    411700E 97800N
                     3   10.9   1.4  11.0  105.6  132.4   10.0  50.779000 -1.835000    411700E 97800N
                     4   12.9   3.2   6.0   56.8  166.2   10.0  50.779000 -1.835000    411700E 97800N
                     5   18.0   7.5   2.0   58.8  202.9   10.0  50.779000 -1.835000    411700E 97800N
                     6   19.6  11.4   0.0   85.8  116.0   10.0  50.779000 -1.835000    411700E 97800N
                     7   22.4  12.6   0.0   12.0  190.0   10.0  50.779000 -1.835000    411700E 97800N
                     8   23.1  12.3   0.0   41.0  230.2   10.0  50.779000 -1.835000    411700E 97800N
                     9   20.7  12.0   0.0   85.2  125.8   10.0  50.779000 -1.835000    411700E 97800N
                     10  15.5   6.1   0.0   56.6  125.7   10.0  50.779000 -1.835000    411700E 97800N
                     11  11.1   2.0   9.0  104.4   97.1   10.0  50.779000 -1.835000    411700E 97800N
                     12  10.3   2.1  10.0   32.2   55.8   10.0  50.779000 -1.835000    411700E 97800N
                2017 1    8.1   0.1  17.0  103.4   74.1   10.0  50.779000 -1.835000    411700E 97800N
                     2    9.9   3.7   7.0   48.4   56.0   10.0  50.779000 -1.835000    411700E 97800N
                     3   13.2   5.5   1.0   60.5  107.0   10.0  50.779000 -1.835000    411700E 97800N
                     4   15.0   3.2   5.0   12.6  193.8   10.0  50.779000 -1.835000    411700E 97800N
                     5   18.3   8.3   0.0   58.0  185.9   10.0  50.779000 -1.835000    411700E 97800N
                     6   21.9  11.4   0.0   57.6  207.3   10.0  50.779000 -1.835000    411700E 97800N
                     7   22.1  13.0   0.0   89.8  200.4   10.0  50.779000 -1.835000    411700E 97800N
                     8   21.0  11.4   0.0   52.2  183.4   10.0  50.779000 -1.835000    411700E 97800N
                     9   18.1   9.5   0.0   93.6  111.8   10.0  50.779000 -1.835000    411700E 97800N
                     10  16.6   8.8   2.0   42.2   81.3   10.0  50.779000 -1.835000    411700E 97800N
                     11  11.8   2.2   9.0   74.2   99.1   10.0  50.779000 -1.835000    411700E 97800N
                     12   9.7   1.6  13.0  104.8   58.5   10.0  50.779000 -1.835000    411700E 97800N
                2018 1   10.2   2.9   7.0   76.4   64.0   10.0  50.779000 -1.835000    411700E 97800N
                     2    7.4   1.3  20.0   42.4  128.3   10.0  50.779000 -1.835000    411700E 97800N
                     3    9.4   2.2   8.0  148.3   74.2   10.0  50.779000 -1.835000    411700E 97800N
                     4   14.3   6.8   0.0   75.4  124.6   10.0  50.779000 -1.835000    411700E 97800N
                     5   19.4   7.5   0.0   39.6  265.9   10.0  50.779000 -1.835000    411700E 97800N
                     6   22.9  11.2   0.0    0.4  269.2   10.0  50.779000 -1.835000    411700E 97800N
                     7   25.9  13.1   0.0   27.2  303.2   10.0  50.779000 -1.835000    411700E 97800N
                     8   22.8  12.1   0.0   64.0  173.2   10.0  50.779000 -1.835000    411700E 97800N
                     9   19.6   8.6   0.0   42.8  169.6   10.0  50.779000 -1.835000    411700E 97800N
                     10  15.6   5.8   4.0   44.8  129.6   10.0  50.779000 -1.835000    411700E 97800N
                     11  12.4   5.3   6.0  124.0   77.5   10.0  50.779000 -1.835000    411700E 97800N
                     12  11.2   4.5   5.0  139.4   38.5   10.0  50.779000 -1.835000    411700E 97800N
                2019 1    8.0   0.1  18.0   38.8   60.6   10.0  50.779000 -1.835000    411700E 97800N
                     2   11.2   0.9  12.0   57.2  106.2   10.0  50.779000 -1.835000    411700E 97800N
                     3   12.8   4.3   5.0   80.0  117.3   10.0  50.779000 -1.835000    411700E 97800N
                     4   15.2   4.0   2.0   53.0  198.1   10.0  50.779000 -1.835000    411700E 97800N
                     5   17.5   5.9   2.0   37.0  209.8   10.0  50.779000 -1.835000    411700E 97800N
                     6   19.9  10.5   0.0   74.4  174.3   10.0  50.779000 -1.835000    411700E 97800N
                     7   23.7  12.5   0.0   35.0  246.7   10.0  50.779000 -1.835000    411700E 97800N
                     8   22.4  12.1   0.0   43.4  207.3   10.0  50.779000 -1.835000    411700E 97800N
                     9   20.2  10.2   0.0  131.8  154.6   10.0  50.779000 -1.835000    411700E 97800N
                     10  15.5   7.7   1.0  129.4   68.0   10.0  50.779000 -1.835000    411700E 97800N
                     11  11.0   3.5   7.0  119.2   55.6   10.0  50.779000 -1.835000    411700E 97800N
                     12  10.6   3.4   9.0  144.4   60.1   10.0  50.779000 -1.835000    411700E 97800N
                2020 1   10.1   4.2   5.0  109.0   53.3   10.0  50.779000 -1.835000    411700E 97800N
                     2   11.0   4.3   3.0  130.6   69.1   10.0  50.779000 -1.835000    411700E 97800N
                     3   11.7   3.5   5.0   54.6  157.7   10.0  50.779000 -1.835000    411700E 97800N
                     4   17.1   5.1   4.0   51.8  249.7   10.0  50.779000 -1.835000    411700E 97800N
                     5   19.9   6.4   2.0    0.2  339.5   10.0  50.779000 -1.835000    411700E 97800N
                     6   20.7  11.1   0.0   59.6  212.6   10.0  50.779000 -1.835000    411700E 97800N
lerwick         1930 12   7.0   3.6   0.0  122.4   13.1   82.0  60.139000 -1.183000  445300E 1139700N
                1931 1    4.9   0.2  13.0  108.0   29.7   82.0  60.139000 -1.183000  445300E 1139700N
                     2    4.4   0.3  12.0  138.3   52.6   82.0  60.139000 -1.183000  445300E 1139700N
                     3    4.2   1.0  17.0   18.2  135.7   82.0  60.139000 -1.183000  445300E 1139700N
                     4    8.1   2.5   1.0   70.9  134.7   82.0  60.139000 -1.183000  445300E 1139700N
                     5   10.7   5.3   0.0   67.6  122.7   82.0  60.139000 -1.183000  445300E 1139700N
                     6   11.4   5.7   1.0   54.5  175.2   82.0  60.139000 -1.183000  445300E 1139700N
                     7   13.7   9.1   0.0   93.0   67.1   82.0  60.139000 -1.183000  445300E 1139700N
                     8   13.9   8.0   0.0    9.3  163.8   82.0  60.139000 -1.183000  445300E 1139700N
                     9   11.8   6.6   0.0   30.7  119.7   82.0  60.139000 -1.183000  445300E 1139700N
                     10   9.8   4.5   5.0   87.4   77.8   82.0  60.139000 -1.183000  445300E 1139700N
                     11   9.2   6.1   0.0  137.1   31.3   82.0  60.139000 -1.183000  445300E 1139700N
                     12   7.2   2.7   4.0  138.6    4.8   82.0  60.139000 -1.183000  445300E 1139700N
                1932 1    7.7   2.6   4.0  110.8   26.8   82.0  60.139000 -1.183000  445300E 1139700N
                     2    7.4   2.7   2.0   20.5   59.5   82.0  60.139000 -1.183000  445300E 1139700N
                     3    6.0   1.3   9.0   81.4   72.1   82.0  60.139000 -1.183000  445300E 1139700N
                     4    7.4   1.1   7.0   96.6  131.5   82.0  60.139000 -1.183000  445300E 1139700N
                     5   10.6   4.7   0.0   43.2  184.7   82.0  60.139000 -1.183000  445300E 1139700N
                     6   12.3   6.7   0.0   38.0  201.8   82.0  60.139000 -1.183000  445300E 1139700N
                     7   14.6   9.7   0.0   75.5  122.8   82.0  60.139000 -1.183000  445300E 1139700N
                     8   14.3   9.4   0.0   86.3   89.6   82.0  60.139000 -1.183000  445300E 1139700N
                     9   11.8   6.5   0.0  136.1   96.0   82.0  60.139000 -1.183000  445300E 1139700N
                     10   8.7   3.9   2.0  100.5   73.0   82.0  60.139000 -1.183000  445300E 1139700N
                     11   8.1   3.5   2.0   92.2   40.4   82.0  60.139000 -1.183000  445300E 1139700N
                     12   7.3   3.0   5.0   72.9   19.2   82.0  60.139000 -1.183000  445300E 1139700N
                1933 1    6.2   2.5   2.0  136.0   19.9   82.0  60.139000 -1.183000  445300E 1139700N
                     2    4.4   0.6  17.0   76.9   34.0   82.0  60.139000 -1.183000  445300E 1139700N
                     3    7.6   2.9   2.0   84.6   96.5   82.0  60.139000 -1.183000  445300E 1139700N
                     4    7.9   2.5   3.0   64.3   86.7   82.0  60.139000 -1.183000  445300E 1139700N
                     5   10.3   5.2   0.0   20.5   74.5   82.0  60.139000 -1.183000  445300E 1139700N
                     6   15.1   9.0   0.0   29.5  229.8   82.0  60.139000 -1.183000  445300E 1139700N
                     7   16.1  11.2   0.0   42.9  141.2   82.0  60.139000 -1.183000  445300E 1139700N
                     8   15.6  10.6   0.0   86.1  123.1   82.0  60.139000 -1.183000  445300E 1139700N
                     9   14.2   8.9   0.0   60.5  122.4   82.0  60.139000 -1.183000  445300E 1139700N
                     10  10.6   5.9   0.0  123.6   67.9   82.0  60.139000 -1.183000  445300E 1139700N
                     11   7.8   4.0   0.0   89.9   35.6   82.0  60.139000 -1.183000  445300E 1139700N
                     12   7.2   3.9   0.0   63.4    7.3   82.0  60.139000 -1.183000  445300E 1139700N
                1934 1    7.1   2.8   2.0  129.9   15.5   82.0  60.139000 -1.183000  445300E 1139700N
                     2    7.6   3.2   3.0   86.1   33.0   82.0  60.139000 -1.183000  445300E 1139700N
                     3    6.3   1.5   5.0   84.1  102.4   82.0  60.139000 -1.183000  445300E 1139700N
                     4    7.8   2.6   1.0   83.3  120.8   82.0  60.139000 -1.183000  445300E 1139700N
                     5   10.1   4.6   1.0   85.7  185.0   82.0  60.139000 -1.183000  445300E 1139700N
                     6   13.3   7.2   0.0   34.8  181.0   82.0  60.139000 -1.183000  445300E 1139700N
                     7   15.2  10.8   0.0   54.4   78.8   82.0  60.139000 -1.183000  445300E 1139700N
                     8   15.1  11.0   0.0   89.1  130.2   82.0  60.139000 -1.183000  445300E 1139700N
                     9   13.5   9.2   0.0  105.4  131.3   82.0  60.139000 -1.183000  445300E 1139700N
                     10   9.9   5.3   1.0  154.9   78.0   82.0  60.139000 -1.183000  445300E 1139700N
                     11   7.5   3.2   1.0   77.0   37.4   82.0  60.139000 -1.183000  445300E 1139700N
                     12   7.8   5.4   1.0  129.2    5.3   82.0  60.139000 -1.183000  445300E 1139700N
                1935 1    6.3   2.6   6.0   88.3   21.3   82.0  60.139000 -1.183000  445300E 1139700N
                     2    5.2   0.4  12.0  116.9   50.5   82.0  60.139000 -1.183000  445300E 1139700N
                     3    7.5   3.0   2.0   96.0  115.8   82.0  60.139000 -1.183000  445300E 1139700N
                     4    7.8   2.5   6.0   56.3  112.8   82.0  60.139000 -1.183000  445300E 1139700N
                     5   10.1   4.4   2.0   24.2  155.5   82.0  60.139000 -1.183000  445300E 1139700N
                     6   12.2   7.1   0.0   52.1  111.8   82.0  60.139000 -1.183000  445300E 1139700N
                     7   14.1   8.9   0.0  143.5  162.8   82.0  60.139000 -1.183000  445300E 1139700N
                     8   14.6  10.3   0.0  108.9   94.9   82.0  60.139000 -1.183000  445300E 1139700N
                     9   12.7   8.7   0.0  121.7   82.9   82.0  60.139000 -1.183000  445300E 1139700N
                     10   9.2   5.5   1.0  165.6   43.6   82.0  60.139000 -1.183000  445300E 1139700N
                     11   8.0   4.9   0.0   93.5   32.5   82.0  60.139000 -1.183000  445300E 1139700N
                     12   5.1   1.4   8.0  153.9   22.6   82.0  60.139000 -1.183000  445300E 1139700N
                1936 1    4.1   0.1  13.0  111.3   25.1   82.0  60.139000 -1.183000  445300E 1139700N
                     2    4.7   0.6   8.0   90.5   29.2   82.0  60.139000 -1.183000  445300E 1139700N
                     3    6.4   2.0   7.0   62.0   62.1   82.0  60.139000 -1.183000  445300E 1139700N
                     4    7.4   1.4   8.0   37.1  165.0   82.0  60.139000 -1.183000  445300E 1139700N
                     5   11.0   5.1   0.0   27.4  216.6   82.0  60.139000 -1.183000  445300E 1139700N
                     6   14.0   7.0   0.0   25.7  239.7   82.0  60.139000 -1.183000  445300E 1139700N
                     7   16.0  10.8   0.0  111.5  144.6   82.0  60.139000 -1.183000  445300E 1139700N
                     8   14.9  10.7   0.0   63.1   86.7   82.0  60.139000 -1.183000  445300E 1139700N
                     9   13.4   8.9   0.0   57.6   98.0   82.0  60.139000 -1.183000  445300E 1139700N
                     10  10.3   5.8   0.0  107.5   75.9   82.0  60.139000 -1.183000  445300E 1139700N
                     11   8.2   3.9   0.0   75.6   27.1   82.0  60.139000 -1.183000  445300E 1139700N
                     12   6.9   2.2   5.0  105.4    7.3   82.0  60.139000 -1.183000  445300E 1139700N
                1937 1    5.4   2.1   6.0  149.0   12.1   82.0  60.139000 -1.183000  445300E 1139700N
                     2    4.4   0.2  11.0  101.6   58.8   82.0  60.139000 -1.183000  445300E 1139700N
                     3    4.1   0.9  20.0   67.6  127.3   82.0  60.139000 -1.183000  445300E 1139700N
                     4    8.7   3.7   0.0   42.7  116.8   82.0  60.139000 -1.183000  445300E 1139700N
                     5   11.4   5.9   0.0   55.0  129.1   82.0  60.139000 -1.183000  445300E 1139700N
                     6   12.5   7.1   0.0  117.7  139.2   82.0  60.139000 -1.183000  445300E 1139700N
                     7   14.0   9.6   0.0   48.5   65.6   82.0  60.139000 -1.183000  445300E 1139700N
                     8   14.6   9.6   0.0   47.4  122.6   82.0  60.139000 -1.183000  445300E 1139700N
                     9   12.7   7.8   0.0   67.4   89.6   82.0  60.139000 -1.183000  445300E 1139700N
                     10  11.0   7.2   0.0   91.7   59.1   82.0  60.139000 -1.183000  445300E 1139700N
                     11   7.1   3.1   5.0   61.7   38.1   82.0  60.139000 -1.183000  445300E 1139700N
                     12   5.1   1.6   5.0  102.3   15.3   82.0  60.139000 -1.183000  445300E 1139700N
                1938 1    6.5   2.2   7.0  154.4   14.5   82.0  60.139000 -1.183000  445300E 1139700N
                     2    5.9   1.9   3.0   60.9   36.6   82.0  60.139000 -1.183000  445300E 1139700N
                     3    8.2   3.7   2.0  101.3   59.3   82.0  60.139000 -1.183000  445300E 1139700N
                     4    8.7   3.3   6.0   39.5  102.6   82.0  60.139000 -1.183000  445300E 1139700N
                     5    9.6   4.2   3.0  108.2  124.6   82.0  60.139000 -1.183000  445300E 1139700N
                     6   12.2   7.4   0.0  105.0  136.2   82.0  60.139000 -1.183000  445300E 1139700N
                     7   14.1   9.5   0.0   71.7  121.9   82.0  60.139000 -1.183000  445300E 1139700N
                     8   15.6   9.8   0.0   40.8  228.5   82.0  60.139000 -1.183000  445300E 1139700N
                     9   13.0   8.2   0.0   61.2   90.9   82.0  60.139000 -1.183000  445300E 1139700N
                     10  10.7   6.7   0.0  175.3   64.2   82.0  60.139000 -1.183000  445300E 1139700N
                     11   8.2   4.3   0.0  157.4   21.3   82.0  60.139000 -1.183000  445300E 1139700N
                     12   6.2   2.6   4.0  122.5    4.4   82.0  60.139000 -1.183000  445300E 1139700N
                1939 1    4.7   0.2  11.0  137.6   42.8   82.0  60.139000 -1.183000  445300E 1139700N
                     2    7.1   3.2   2.0   90.8   43.9   82.0  60.139000 -1.183000  445300E 1139700N
                     3    7.2   2.4   3.0   76.4   89.7   82.0  60.139000 -1.183000  445300E 1139700N
                     4    8.2   2.5   4.0   68.7  163.6   82.0  60.139000 -1.183000  445300E 1139700N
                     5   10.9   5.5   0.0   27.7  115.3   82.0  60.139000 -1.183000  445300E 1139700N
                     6   13.3   7.2   0.0   41.2  213.9   82.0  60.139000 -1.183000  445300E 1139700N
                     7   13.5   9.6   0.0   93.3   73.4   82.0  60.139000 -1.183000  445300E 1139700N
                     8   15.3  10.6   0.0   75.2  127.0   82.0  60.139000 -1.183000  445300E 1139700N
                     9   13.7   9.2   0.0   32.0  103.8   82.0  60.139000 -1.183000  445300E 1139700N
                     10   9.5   4.5   0.0   53.8  109.3   82.0  60.139000 -1.183000  445300E 1139700N
